/dfs5/bio/erebboah/snrna/cortex/shallow_10x/C_14_F_1,13717,28717
/dfs5/bio/erebboah/snrna/cortex/shallow_10x/C_14_F_2,10864,25864
/dfs5/bio/erebboah/snrna/cortex/shallow_10x/C_14_M_1,10797,25797
/dfs5/bio/erebboah/snrna/cortex/shallow_10x/C_14_M_2,11728,26728
/dfs5/bio/erebboah/snrna/cortex/shallow_10x/C_2m_F_1,9077,24077
/dfs5/bio/erebboah/snrna/cortex/shallow_10x/C_2m_F_2,9064,24064
/dfs5/bio/erebboah/snrna/cortex/shallow_10x/C_2m_M_1,7312,22312
/dfs5/bio/erebboah/snrna/cortex/shallow_10x/C_2m_M_2,5705,20705
