gene_name,display_name,biotype,keep
Mhrt,Mhrt,Chromatin_organization,TRUE
Mir127,Mir127,Chromatin_organization,TRUE
Mir136,Mir136,Chromatin_organization,TRUE
Mir744,Mir744,Chromatin_organization,TRUE
Mis18a,Mis18a,Chromatin_organization,TRUE
Mki67,Mki67,Chromatin_organization,TRUE
Mllt1,Mllt1,Chromatin_organization,TRUE
Mms22l,Mms22l,Chromatin_organization,TRUE
Mndal,Mndal,Chromatin_organization,TRUE
Morf4l2,Morf4l2,Chromatin_organization,TRUE
Mos,Mos,Chromatin_organization,TRUE
Mpnd,Mpnd,Chromatin_organization,TRUE
Mrgbp,Mrgbp,Chromatin_organization,TRUE
Msl2,Msl2,Chromatin_organization,TRUE
Mthfr,Mthfr,Chromatin_organization,TRUE
Mybbp1a,Mybbp1a,Chromatin_organization,TRUE
Myo1c,Myo1c,Chromatin_organization,TRUE
Mysm1,Mysm1,Chromatin_organization,TRUE
Nasp,Nasp,Chromatin_organization,TRUE
Nfrkb,Nfrkb,Chromatin_organization,TRUE
Nudt5,Nudt5,Chromatin_organization,TRUE
Oip5,Oip5,Chromatin_organization,TRUE
Pabpc1l,Pabpc1l,Chromatin_organization,TRUE
Padi2,Padi2,Chromatin_organization,TRUE
Padi4,Padi4,Chromatin_organization,TRUE
Pak1,Pak1,Chromatin_organization,TRUE
Parp10,Parp10,Chromatin_organization,TRUE
Pcgf3,Pcgf3,Chromatin_organization,TRUE
Pcgf5,Pcgf5,Chromatin_organization,TRUE
Phf10,Phf10,Chromatin_organization,TRUE
Phf20,Phf20,Chromatin_organization,TRUE
Pih1d1,Pih1d1,Chromatin_organization,TRUE
Pik3ca,Pik3ca,Chromatin_organization,TRUE
Piwil1,Piwil1,Chromatin_organization,TRUE
Pphln1,Pphln1,Chromatin_organization,TRUE
Ppm1d,Ppm1d,Chromatin_organization,TRUE
Prm1,Prm1,Chromatin_organization,TRUE
Psme4,Psme4,Chromatin_organization,TRUE
Ptma,Ptma,Chromatin_organization,TRUE
Rag1,Rag1,Chromatin_organization,TRUE
Rb1,Rb1,Chromatin_organization,TRUE
Rbbp4,Rbbp4,Chromatin_organization,TRUE
Rbbp7,Rbbp7,Chromatin_organization,TRUE
Rbm15,Rbm15,Chromatin_organization,TRUE
Rbm15b,Rbm15b,Chromatin_organization,TRUE
Rcbtb1,Rcbtb1,Chromatin_organization,TRUE
Rccd1,Rccd1,Chromatin_organization,TRUE
Resf1,Resf1,Chromatin_organization,TRUE
Rif1,Rif1,Chromatin_organization,TRUE
Riox1,Riox1,Chromatin_organization,TRUE
Rlim,Rlim,Chromatin_organization,TRUE
Rnf40,Rnf40,Chromatin_organization,TRUE
Rrp8,Rrp8,Chromatin_organization,TRUE
Rsbn1,Rsbn1,Chromatin_organization,TRUE
Ruvbl1,Ruvbl1,Chromatin_organization,TRUE
Sart3,Sart3,Chromatin_organization,TRUE
Selenof,Selenof,Chromatin_organization,TRUE
Sgf29,Sgf29,Chromatin_organization,TRUE
Shprh,Shprh,Chromatin_organization,TRUE
Smarcb1,Smarcb1,Chromatin_organization,TRUE
Smarcd2,Smarcd2,Chromatin_organization,TRUE
Smarce1,Smarce1,Chromatin_organization,TRUE
Smchd1,Smchd1,Chromatin_organization,TRUE
Sphk2,Sphk2,Chromatin_organization,TRUE
Spin1,Spin1,Chromatin_organization,TRUE
Spty2d1,Spty2d1,Chromatin_organization,TRUE
Srpk2,Srpk2,Chromatin_organization,TRUE
Ss18,Ss18,Chromatin_organization,TRUE
Supt4a,Supt4a,Chromatin_organization,TRUE
Supt4b,Supt4b,Chromatin_organization,TRUE
Sycp1,Sycp1,Chromatin_organization,TRUE
Sycp3,Sycp3,Chromatin_organization,TRUE
Tbl1xr1,Tbl1xr1,Chromatin_organization,TRUE
Tdg,Tdg,Chromatin_organization,TRUE
Tet1,Tet1,Chromatin_organization,TRUE
Tet2,Tet2,Chromatin_organization,TRUE
Tet3,Tet3,Chromatin_organization,TRUE
Tex15,Tex15,Chromatin_organization,TRUE
Tfpt,Tfpt,Chromatin_organization,TRUE
Tlk1,Tlk1,Chromatin_organization,TRUE
Tlk2,Tlk2,Chromatin_organization,TRUE
Tnp1,Tnp1,Chromatin_organization,TRUE
Tnp2,Tnp2,Chromatin_organization,TRUE
Tonsl,Tonsl,Chromatin_organization,TRUE
Trim27,Trim27,Chromatin_organization,TRUE
Trrap,Trrap,Chromatin_organization,TRUE
Tsix,Tsix,Chromatin_organization,TRUE
Tssk6,Tssk6,Chromatin_organization,TRUE
Tti1,Tti1,Chromatin_organization,TRUE
Ubn1,Ubn1,Chromatin_organization,TRUE
Ubn2,Ubn2,Chromatin_organization,TRUE
Ubr2,Ubr2,Chromatin_organization,TRUE
Uchl5,Uchl5,Chromatin_organization,TRUE
Uhrf1,Uhrf1,Chromatin_organization,TRUE
Uimc1,Uimc1,Chromatin_organization,TRUE
Usp16,Usp16,Chromatin_organization,TRUE
Usp21,Usp21,Chromatin_organization,TRUE
Usp22,Usp22,Chromatin_organization,TRUE
Usp49,Usp49,Chromatin_organization,TRUE
Utp3,Utp3,Chromatin_organization,TRUE
Vps72,Vps72,Chromatin_organization,TRUE
Wdr5,Wdr5,Chromatin_organization,TRUE
Xist,Xist,Chromatin_organization,TRUE
Yeats2,Yeats2,Chromatin_organization,TRUE
Yeats4,Yeats4,Chromatin_organization,TRUE
Ythdc1,Ythdc1,Chromatin_organization,TRUE
Zdbf2,Zdbf2,Chromatin_organization,TRUE
Zfp42,Zfp42,Chromatin_organization,TRUE
Zfp335,Zfp335,Chromatin_organization,TRUE
Brca2,Brca2,Histone_modifying_enzyme,TRUE
Cdyl,Cdyl,Histone_modifying_enzyme,TRUE
Crebbp,Crebbp,Histone_modifying_enzyme,TRUE
Gtf2b,Gtf2b,Histone_modifying_enzyme,TRUE
Gtf3c4,Gtf3c4,Histone_modifying_enzyme,TRUE
Hat1,Hat1,Histone_modifying_enzyme,TRUE
Kat2a,Kat2a,Histone_modifying_enzyme,TRUE
Kat2b,Kat2b,Histone_modifying_enzyme,TRUE
Kat5,Kat5,Histone_modifying_enzyme,TRUE
Kat6a,Kat6a,Histone_modifying_enzyme,TRUE
Kat6b,Kat6b,Histone_modifying_enzyme,TRUE
Kat7,Kat7,Histone_modifying_enzyme,TRUE
Kat8,Kat8,Histone_modifying_enzyme,TRUE
Kat14,Kat14,Histone_modifying_enzyme,TRUE
Mcm3ap,Mcm3ap,Histone_modifying_enzyme,TRUE
Mettl8,Mettl8,Histone_modifying_enzyme,TRUE
Msl3,Msl3,Histone_modifying_enzyme,TRUE
Naa40,Naa40,Histone_modifying_enzyme,TRUE
Naa50,Naa50,Histone_modifying_enzyme,TRUE
Naa60,Naa60,Histone_modifying_enzyme,TRUE
Nat8f3,Nat8f3,Histone_modifying_enzyme,TRUE
Nat8f7,Nat8f7,Histone_modifying_enzyme,TRUE
Ncoa1,Ncoa1,Histone_modifying_enzyme,TRUE
Ncoa3,Ncoa3,Histone_modifying_enzyme,TRUE
Tada2a,Tada2a,Histone_modifying_enzyme,TRUE
Taf1,Taf1,Histone_modifying_enzyme,TRUE
Atxn3,Atxn3,Histone_modifying_enzyme,TRUE
Hdac1,Hdac1,Histone_modifying_enzyme,TRUE
Hdac2,Hdac2,Histone_modifying_enzyme,TRUE
Hdac3,Hdac3,Histone_modifying_enzyme,TRUE
Hdac4,Hdac4,Histone_modifying_enzyme,TRUE
Hdac5,Hdac5,Histone_modifying_enzyme,TRUE
Hdac6,Hdac6,Histone_modifying_enzyme,TRUE
Hdac7,Hdac7,Histone_modifying_enzyme,TRUE
Hdac8,Hdac8,Histone_modifying_enzyme,TRUE
Hdac9,Hdac9,Histone_modifying_enzyme,TRUE
Hdac10,Hdac10,Histone_modifying_enzyme,TRUE
Hdac11,Hdac11,Histone_modifying_enzyme,TRUE
Mier1,Mier1,Histone_modifying_enzyme,TRUE
Mier2,Mier2,Histone_modifying_enzyme,TRUE
Mta2,Mta2,Histone_modifying_enzyme,TRUE
Sirt1,Sirt1,Histone_modifying_enzyme,TRUE
Sirt2,Sirt2,Histone_modifying_enzyme,TRUE
Sirt3,Sirt3,Histone_modifying_enzyme,TRUE
Sirt6,Sirt6,Histone_modifying_enzyme,TRUE
Sirt7,Sirt7,Histone_modifying_enzyme,TRUE
Suds3,Suds3,Histone_modifying_enzyme,TRUE
Fbxl19,Fbxl19,Histone_modifying_enzyme,TRUE
Hr,Hr,Histone_modifying_enzyme,TRUE
Jmjd1c,Jmjd1c,Histone_modifying_enzyme,TRUE
Jmjd6,Jmjd6,Histone_modifying_enzyme,TRUE
Kdm1a,Kdm1a,Histone_modifying_enzyme,TRUE
Kdm1b,Kdm1b,Histone_modifying_enzyme,TRUE
Kdm2a,Kdm2a,Histone_modifying_enzyme,TRUE
Kdm2b,Kdm2b,Histone_modifying_enzyme,TRUE
Kdm3a,Kdm3a,Histone_modifying_enzyme,TRUE
Kdm3b,Kdm3b,Histone_modifying_enzyme,TRUE
Kdm4a,Kdm4a,Histone_modifying_enzyme,TRUE
Kdm4b,Kdm4b,Histone_modifying_enzyme,TRUE
Kdm4c,Kdm4c,Histone_modifying_enzyme,TRUE
Kdm4d,Kdm4d,Histone_modifying_enzyme,TRUE
Kdm4dl,Kdm4dl,Histone_modifying_enzyme,TRUE
Kdm5a,Kdm5a,Histone_modifying_enzyme,TRUE
Kdm5b,Kdm5b,Histone_modifying_enzyme,TRUE
Kdm5c,Kdm5c,Histone_modifying_enzyme,TRUE
Kdm5d,Kdm5d,Histone_modifying_enzyme,TRUE
Kdm6a,Kdm6a,Histone_modifying_enzyme,TRUE
Kdm6b,Kdm6b,Histone_modifying_enzyme,TRUE
Kdm7a,Kdm7a,Histone_modifying_enzyme,TRUE
Kdm8,Kdm8,Histone_modifying_enzyme,TRUE
Phf2,Phf2,Histone_modifying_enzyme,TRUE
Phf8,Phf8,Histone_modifying_enzyme,TRUE
Ash1l,Ash1l,Histone_modifying_enzyme,TRUE
Ash2l,Ash2l,Histone_modifying_enzyme,TRUE
Carm1,Carm1,Histone_modifying_enzyme,TRUE
Cxxc1,Cxxc1,Histone_modifying_enzyme,TRUE
Dot1l,Dot1l,Histone_modifying_enzyme,TRUE
Eed,Eed,Histone_modifying_enzyme,TRUE
Ehmt1,Ehmt1,Histone_modifying_enzyme,TRUE
Ehmt2,Ehmt2,Histone_modifying_enzyme,TRUE
Ezh1,Ezh1,Histone_modifying_enzyme,TRUE
Ezh2,Ezh2,Histone_modifying_enzyme,TRUE
Fbl,Fbl,Histone_modifying_enzyme,TRUE
Fbll1,Fbll1,Histone_modifying_enzyme,TRUE
Jarid2,Jarid2,Histone_modifying_enzyme,TRUE
Kmt2a,Kmt2a,Histone_modifying_enzyme,TRUE
Kmt2b,Kmt2b,Histone_modifying_enzyme,TRUE
Kmt2c,Kmt2c,Histone_modifying_enzyme,TRUE
Kmt5a,Kmt5a,Histone_modifying_enzyme,TRUE
Kmt5b,Kmt5b,Histone_modifying_enzyme,TRUE
Kmt5c,Kmt5c,Histone_modifying_enzyme,TRUE
Mettl23,Mettl23,Histone_modifying_enzyme,TRUE
N6amt1,N6amt1,Histone_modifying_enzyme,TRUE
Nsd1,Nsd1,Histone_modifying_enzyme,TRUE
Nsd2,Nsd2,Histone_modifying_enzyme,TRUE
Nsd3,Nsd3,Histone_modifying_enzyme,TRUE
Ntmt1,Ntmt1,Histone_modifying_enzyme,TRUE
Prdm6,Prdm6,Histone_modifying_enzyme,TRUE
Prdm8,Prdm8,Histone_modifying_enzyme,TRUE
Prdm9,Prdm9,Histone_modifying_enzyme,TRUE
Prdm13,Prdm13,Histone_modifying_enzyme,TRUE
Prmt1,Prmt1,Histone_modifying_enzyme,TRUE
Prmt2,Prmt2,Histone_modifying_enzyme,TRUE
Prmt5,Prmt5,Histone_modifying_enzyme,TRUE
Prmt6,Prmt6,Histone_modifying_enzyme,TRUE
Prmt7,Prmt7,Histone_modifying_enzyme,TRUE
Prmt8,Prmt8,Histone_modifying_enzyme,TRUE
Rbbp5,Rbbp5,Histone_modifying_enzyme,TRUE
Setbp1,Setbp1,Histone_modifying_enzyme,TRUE
Setd1a,Setd1a,Histone_modifying_enzyme,TRUE
Setd1b,Setd1b,Histone_modifying_enzyme,TRUE
Setd2,Setd2,Histone_modifying_enzyme,TRUE
Setd3,Setd3,Histone_modifying_enzyme,TRUE
Setd4,Setd4,Histone_modifying_enzyme,TRUE
Setd5,Setd5,Histone_modifying_enzyme,TRUE
Setd7,Setd7,Histone_modifying_enzyme,TRUE
Setdb1,Setdb1,Histone_modifying_enzyme,TRUE
Setdb2,Setdb2,Histone_modifying_enzyme,TRUE
Setmar,Setmar,Histone_modifying_enzyme,TRUE
Smyd1,Smyd1,Histone_modifying_enzyme,TRUE
Smyd2,Smyd2,Histone_modifying_enzyme,TRUE
Smyd3,Smyd3,Histone_modifying_enzyme,TRUE
Smyd5,Smyd5,Histone_modifying_enzyme,TRUE
Suv39h1,Suv39h1,Histone_modifying_enzyme,TRUE
Suv39h2,Suv39h2,Histone_modifying_enzyme,TRUE
Bclaf1,Bclaf1,TAF-MED,TRUE
Bclaf3,Bclaf3,TAF-MED,TRUE
Ccnc,Ccnc,TAF-MED,TRUE
Cdk4,Cdk4,TAF-MED,TRUE
Cdk6,Cdk6,TAF-MED,TRUE
Cdk8,Cdk8,TAF-MED,TRUE
Cdk9,Cdk9,TAF-MED,TRUE
Cdk19,Cdk19,TAF-MED,TRUE
Gm20517,Gm20517,TAF-MED,TRUE
Med1,Med1,TAF-MED,TRUE
Med4,Med4,TAF-MED,TRUE
Med6,Med6,TAF-MED,TRUE
Med7,Med7,TAF-MED,TRUE
Med8,Med8,TAF-MED,TRUE
Med9,Med9,TAF-MED,TRUE
Med10,Med10,TAF-MED,TRUE
Med11,Med11,TAF-MED,TRUE
Med12,Med12,TAF-MED,TRUE
Med12l,Med12l,TAF-MED,TRUE
Med13,Med13,TAF-MED,TRUE
Med13l,Med13l,TAF-MED,TRUE
Med14,Med14,TAF-MED,TRUE
Med15,Med15,TAF-MED,TRUE
Med16,Med16,TAF-MED,TRUE
Med17,Med17,TAF-MED,TRUE
Med18,Med18,TAF-MED,TRUE
Med19,Med19,TAF-MED,TRUE
Med20,Med20,TAF-MED,TRUE
Med21,Med21,TAF-MED,TRUE
Med22,Med22,TAF-MED,TRUE
Med23,Med23,TAF-MED,TRUE
Med24,Med24,TAF-MED,TRUE
Med25,Med25,TAF-MED,TRUE
Med26,Med26,TAF-MED,TRUE
Med27,Med27,TAF-MED,TRUE
Med28,Med28,TAF-MED,TRUE
Med29,Med29,TAF-MED,TRUE
Med30,Med30,TAF-MED,TRUE
Med31,Med31,TAF-MED,TRUE
Ppargc1b,Ppargc1b,TAF-MED,TRUE
Thrap3,Thrap3,TAF-MED,TRUE
Egfl7,Mir126a,MiRNA_HG,TRUE
AC124108.1,Mir135b,MiRNA_HG,TRUE
Gm27029,Mir6929,MiRNA_HG,TRUE
Acvr1b,Mir6962,MiRNA_HG,TRUE
Syne2,Mir5101,MiRNA_HG,TRUE
Cep170,Mir350,MiRNA_HG,TRUE
Tlcd2,Mir22,MiRNA_HG,TRUE
Myh7b,Mir499,MiRNA_HG,TRUE
Copz2,Mir152,MiRNA_HG,TRUE
F630028O10Rik,Mir223,MiRNA_HG,TRUE
Gm28119,Mir125b-1,MiRNA_HG,TRUE
Itga5,Mir6963,MiRNA_HG,TRUE
Fam114a1,Mir574,MiRNA_HG,TRUE
Atp9a,Mir7004,MiRNA_HG,TRUE
C130071C03Rik,Mir9-2,MiRNA_HG,TRUE
Lpp,Mir28a,MiRNA_HG,TRUE
Grtp1,Mir1968,MiRNA_HG,TRUE
Myh7,Mir208b,MiRNA_HG,TRUE
Ptges3l,Mir6929,MiRNA_HG,TRUE
Ttc28,Mir701,MiRNA_HG,TRUE
Snhg20,Mir6516,MiRNA_HG,TRUE
Troap,Mir6960,MiRNA_HG,TRUE
Alg10b,Mir7648,MiRNA_HG,TRUE
Cfb,Mir6972,MiRNA_HG,TRUE
C2cd2,Mir6964,MiRNA_HG,TRUE
Chm,Mir361,MiRNA_HG,TRUE
Glce,Mir5133,MiRNA_HG,TRUE
Add1,Mir7036b,MiRNA_HG,TRUE
Atp6v0a1,Mir6928,MiRNA_HG,TRUE
Samd4b,Mir7049,MiRNA_HG,TRUE
Raver1,Mir7082,MiRNA_HG,TRUE
Pink1,Mir7019,MiRNA_HG,TRUE
Tatdn2,Mir7042,MiRNA_HG,TRUE
Ncl,mmu-mir-3535,MiRNA_HG,TRUE
Dock5,Mir6539,MiRNA_HG,TRUE
Pak4,Mir7049,MiRNA_HG,TRUE
AL805899.1,Mir31,MiRNA_HG,TRUE
Sbf1,Mir6959,MiRNA_HG,TRUE
Rpl13a,Mir5121,MiRNA_HG,TRUE
Itpk1,Mir1936,MiRNA_HG,TRUE
B3galt1,Mir7224,MiRNA_HG,TRUE
Smurf1,Mir7039,MiRNA_HG,TRUE
Myh3,Mir6923,MiRNA_HG,TRUE
Oaz1,Mir1982,MiRNA_HG,TRUE
Adam19,Mir8100,MiRNA_HG,TRUE
Scd2,Mir5114,MiRNA_HG,TRUE
Trmt1l,Mir7682,MiRNA_HG,TRUE
Tbkbp1,Mir7235,MiRNA_HG,TRUE
Akt1,Mir6939,MiRNA_HG,TRUE
Gap43,Mir6540,MiRNA_HG,TRUE
P2rx7,Mir8115,MiRNA_HG,TRUE
Xkr6,Mir598,MiRNA_HG,TRUE
Mgat4b,Mir6919,MiRNA_HG,TRUE
Cdk17,Mir1931,MiRNA_HG,TRUE
Anxa5,Mir7009,MiRNA_HG,TRUE
Slit2,Mir218-1,MiRNA_HG,TRUE
Irak1,Mir5132,MiRNA_HG,TRUE
Wdfy2,Mir8098,MiRNA_HG,TRUE
Tectb,Mir6715,MiRNA_HG,TRUE
Ecm1,Mir7014,MiRNA_HG,TRUE
Ddhd1,Mir5131,MiRNA_HG,TRUE
Plxnb2,Mir7118,MiRNA_HG,TRUE
Rasa4,Mir7035,MiRNA_HG,TRUE
Slc9a1,Mir5122,MiRNA_HG,TRUE
Ints1,Mir7037,MiRNA_HG,TRUE
Fads1,Mir6993,MiRNA_HG,TRUE
Pank2,Mir103-2,MiRNA_HG,TRUE
Mroh1,Mir6954,MiRNA_HG,TRUE
AA467197,Mir147,MiRNA_HG,TRUE
Acly,Mir7116,MiRNA_HG,TRUE
Ripor1,Mir1966,MiRNA_HG,TRUE
Anxa2,Mir3109,MiRNA_HG,TRUE
C3,Mir6978,MiRNA_HG,TRUE
Plod3,Mir702,MiRNA_HG,TRUE
Patl1,Mir6994,MiRNA_HG,TRUE
Pank3,Mir103-1,MiRNA_HG,TRUE
Slc17a7,Mir7055,MiRNA_HG,TRUE
Ugp2,Mir1933,MiRNA_HG,TRUE
Gm35853,Mir1941,MiRNA_HG,TRUE
Smap2,Mir7015,MiRNA_HG,TRUE
Plekha1,Mir7061,MiRNA_HG,TRUE
Cd74,Mir5107,MiRNA_HG,TRUE
Pgs1,Mir6933,MiRNA_HG,TRUE
Tmem94,Mir5621,MiRNA_HG,TRUE
Tkt,Mir3076,MiRNA_HG,TRUE
Rcan3,Mir700,MiRNA_HG,TRUE
Gm17494,Mir760,MiRNA_HG,TRUE
Pank1,Mir107,MiRNA_HG,TRUE
Col27a1,Mir455,MiRNA_HG,TRUE
D030055H07Rik,Mir135a-1,MiRNA_HG,TRUE
Sgcz,Mir383,MiRNA_HG,TRUE
Dbn1,Mir6944,MiRNA_HG,TRUE
Wasf2,Mir7017,MiRNA_HG,TRUE
Dennd6b,Mir6958,MiRNA_HG,TRUE
Sptan1,Mir6997,MiRNA_HG,TRUE
Jag2,Mir6941,MiRNA_HG,TRUE
Tango2,Mir185,MiRNA_HG,TRUE
Rabac1,Mir7046,MiRNA_HG,TRUE
Eml2,Mir330,MiRNA_HG,TRUE
2210011C24Rik,Mir1199,MiRNA_HG,TRUE
Baiap3,Mir3547,MiRNA_HG,TRUE
Gpc1,Mir149,MiRNA_HG,TRUE
Trpm1,Mir211,MiRNA_HG,TRUE
Shank2,Mir3105,MiRNA_HG,TRUE
Hip1r,Mir7032,MiRNA_HG,TRUE
Narfl,Mir6966,MiRNA_HG,TRUE
Apba3,Mir3057,MiRNA_HG,TRUE
Gm49394,Mir483,MiRNA_HG,TRUE
Boc,Mir3081,MiRNA_HG,TRUE
Rgs12,Mir3097,MiRNA_HG,TRUE
Gm2044,Mir202,MiRNA_HG,TRUE
Cnot1,Mir7073,MiRNA_HG,TRUE
Dohh,Mir6913,MiRNA_HG,TRUE
Ndufa10,Mir6900,MiRNA_HG,TRUE
Smoc1,Mir3067,MiRNA_HG,TRUE
Ryr1,Mir1963,MiRNA_HG,TRUE
Vmp1,Mir21a,MiRNA_HG,TRUE
Ank,Mir7117,MiRNA_HG,TRUE
AC157910.3,Mir122,MiRNA_HG,TRUE
Nexmif,Mir672,MiRNA_HG,TRUE
Map4k2,Mir6989,MiRNA_HG,TRUE
Tbc1d16,Mir6934,MiRNA_HG,TRUE
Klhl3,Mir874,MiRNA_HG,TRUE
Rabgap1l,Mir1927,MiRNA_HG,TRUE
Chrm2,Mir490,MiRNA_HG,TRUE
Fgf13,Mir504,MiRNA_HG,TRUE
2010111I01Rik,Mir23b,MiRNA_HG,TRUE
2610318N02Rik,Mir301b,MiRNA_HG,TRUE
2700081O15Rik,Mir6991,MiRNA_HG,TRUE
A330023F24Rik,Mir29c,MiRNA_HG,TRUE
A430106G13Rik,Mir181b-1,MiRNA_HG,TRUE
Arpp21,Mir128-2,MiRNA_HG,TRUE
Astn1,Mir488,MiRNA_HG,TRUE
Calcr,Mir653,MiRNA_HG,TRUE
Cdc20b,Mir449b,MiRNA_HG,TRUE
Clcn5,Mir188,MiRNA_HG,TRUE
Dio3os,Mir1247,MiRNA_HG,TRUE
Dock6,Mir7083,MiRNA_HG,TRUE
Evl,Mir342,MiRNA_HG,TRUE
Gabre,Mir224,MiRNA_HG,TRUE
Gm16863,Mir7680,MiRNA_HG,TRUE
Gm28653,Mir206,MiRNA_HG,TRUE
Gm4258,Mir181a-1,MiRNA_HG,TRUE
Gm49317,Mir100,MiRNA_HG,TRUE
Gucy1a1,Mir7010,MiRNA_HG,TRUE
Htr2c,Mir1298,MiRNA_HG,TRUE
Igf2,Mir483,MiRNA_HG,TRUE
Josd2,Mir7052,MiRNA_HG,TRUE
Mest,Mir335,MiRNA_HG,TRUE
Mir124-2hg,Mir124a-2,MiRNA_HG,TRUE
Mir124a-1hg,Mir124a-1,MiRNA_HG,TRUE
Mir133a-1hg,Mir133a-1,MiRNA_HG,TRUE
Mir155hg,Mir155,MiRNA_HG,TRUE
Mir17hg,Mir19b-1,MiRNA_HG,TRUE
Mir22hg,Mir22,MiRNA_HG,TRUE
Mir670hg,Mir670,MiRNA_HG,TRUE
Mir9-3hg,Mir9-3,MiRNA_HG,TRUE
Mir99ahg,Mir125b-2,MiRNA_HG,TRUE
Mirg,Mir134,MiRNA_HG,TRUE
Nanos3,Mir181d,MiRNA_HG,TRUE
Nav1,Mir1231,MiRNA_HG,TRUE
Pde2a,Mir139,MiRNA_HG,TRUE
Pdlim7,Mir6945,MiRNA_HG,TRUE
Sh2b3,Mir7031,MiRNA_HG,TRUE
Tmem164,Mir652,MiRNA_HG,TRUE
Trpm3,Mir204,MiRNA_HG,TRUE
Ttll10,Mir429,MiRNA_HG,TRUE
Atf7ip,Atf7ip,TAF-MED,TRUE
Bdp1,Bdp1,TAF-MED,TRUE
Brf1,Brf1,TAF-MED,TRUE
Brf2,Brf2,TAF-MED,TRUE
Cand1,Cand1,TAF-MED,TRUE
Cavin1,Cavin1,TAF-MED,TRUE
Ccnh,Ccnh,TAF-MED,TRUE
Cdk7,Cdk7,TAF-MED,TRUE
Crcp,Crcp,TAF-MED,TRUE
Ctnnbip1,Ctnnbip1,TAF-MED,TRUE
Dhx36,Dhx36,TAF-MED,TRUE
Dr1,Dr1,TAF-MED,TRUE
Elob,Elob,TAF-MED,TRUE
Eloc,Eloc,TAF-MED,TRUE
Ercc1,Ercc1,TAF-MED,TRUE
Ercc3,Ercc3,TAF-MED,TRUE
Ercc6,Ercc6,TAF-MED,TRUE
Gtf2a1,Gtf2a1,TAF-MED,TRUE
Gtf2a1l,Gtf2a1l,TAF-MED,TRUE
Gtf2a2,Gtf2a2,TAF-MED,TRUE
Gtf2e1,Gtf2e1,TAF-MED,TRUE
Gtf2e2,Gtf2e2,TAF-MED,TRUE
Gtf2f1,Gtf2f1,TAF-MED,TRUE
Gtf2f2,Gtf2f2,TAF-MED,TRUE
Gtf2h5,Gtf2h5,TAF-MED,TRUE
Gtf3c1,Gtf3c1,TAF-MED,TRUE
Gtf3c5,Gtf3c5,TAF-MED,TRUE
Hmgb1,Hmgb1,TAF-MED,TRUE
Lipe,Lipe,TAF-MED,TRUE
Morc1,Morc1,TAF-MED,TRUE
Mterf1b,Mterf1b,TAF-MED,TRUE
Ncoa6,Ncoa6,TAF-MED,TRUE
Paxip1,Paxip1,TAF-MED,TRUE
Polr1e,Polr1e,TAF-MED,TRUE
Polr2d,Polr2d,TAF-MED,TRUE
Polr2g,Polr2g,TAF-MED,TRUE
Polr2i,Polr2i,TAF-MED,TRUE
Polr3h,Polr3h,TAF-MED,TRUE
Polrmt,Polrmt,TAF-MED,TRUE
Psmc6,Psmc6,TAF-MED,TRUE
Pwwp2a,Pwwp2a,TAF-MED,TRUE
Rrn3,Rrn3,TAF-MED,TRUE
Rsf1,Rsf1,TAF-MED,TRUE
Setx,Setx,TAF-MED,TRUE
Smarca5,Smarca5,TAF-MED,TRUE
Snapc5,Snapc5,TAF-MED,TRUE
Sub1,Sub1,TAF-MED,TRUE
Taf1b,Taf1b,TAF-MED,TRUE
Taf2,Taf2,TAF-MED,TRUE
Taf3,Taf3,TAF-MED,TRUE
Taf4,Taf4,TAF-MED,TRUE
Taf4b,Taf4b,TAF-MED,TRUE
Taf5,Taf5,TAF-MED,TRUE
Taf6,Taf6,TAF-MED,TRUE
Taf6l,Taf6l,TAF-MED,TRUE
Taf7,Taf7,TAF-MED,TRUE
Taf7l,Taf7l,TAF-MED,TRUE
Taf8,Taf8,TAF-MED,TRUE
Taf9,Taf9,TAF-MED,TRUE
Taf9b,Taf9b,TAF-MED,TRUE
Taf10,Taf10,TAF-MED,TRUE
Taf11,Taf11,TAF-MED,TRUE
Taf12,Taf12,TAF-MED,TRUE
Taf13,Taf13,TAF-MED,TRUE
Tbp,Tbp,TAF-MED,TRUE
Tbpl1,Tbpl1,TAF-MED,TRUE
Tbpl2,Tbpl2,TAF-MED,TRUE
Ttf1,Ttf1,TAF-MED,TRUE
Ubtf,Ubtf,TAF-MED,TRUE
Wnt10b,Wnt10b,TAF-MED,TRUE
Xpa,Xpa,TAF-MED,TRUE
Zfp451,Zfp451,TAF-MED,TRUE
Zfy1,Zfy1,TF,TRUE
Zfy2,Zfy2,TF,TRUE
Sry,Sry,TF,TRUE
Srebf2,Srebf2,TF,TRUE
Zfp397,Zfp397,TF,TRUE
Ylpm1,Ylpm1,TF,TRUE
Zfp35,Zfp35,TF,TRUE
Zfp24,Zfp24,TF,TRUE
Prox2,Prox2,TF,TRUE
Nfe2,Nfe2,TF,TRUE
Zhx2,Zhx2,TF,TRUE
Nr1i2,Nr1i2,TF,TRUE
Cdx1,Cdx1,TF,TRUE
E2f6,E2f6,TF,TRUE
Dach1,Dach1,TF,TRUE
Nkrf,Nkrf,TF,TRUE
Insm2,Insm2,TF,TRUE
Zfp275,Zfp275,TF,TRUE
Zfp92,Zfp92,TF,TRUE
Fos,Fos,TF,TRUE
Jdp2,Jdp2,TF,TRUE
Batf,Batf,TF,TRUE
Klf5,Klf5,TF,TRUE
