gene_name,display_name,biotype,keep
Klf12,Klf12,TF,TRUE
Snai2,Snai2,TF,TRUE
Rhox3a,Rhox3a,TF,TRUE
Rhox3a2,Rhox3a2,TF,TRUE
Npas4,Npas4,TF,TRUE
Rhox3c,Rhox3c,TF,TRUE
Tcf20,Tcf20,TF,TRUE
5730507C01Rik,5730507C01Rik,TF,TRUE
Foxd4,Foxd4,TF,TRUE
Olig2,Olig2,TF,TRUE
Olig1,Olig1,TF,TRUE
Zbtb20,Zbtb20,TF,TRUE
Rhox3e,Rhox3e,TF,TRUE
Rhox3f,Rhox3f,TF,TRUE
Rhox3g,Rhox3g,TF,TRUE
Tbx22,Tbx22,TF,TRUE
Tfap2a,Tfap2a,TF,TRUE
Rhox3h,Rhox3h,TF,TRUE
Cebpd,Cebpd,TF,TRUE
Myc,Myc,TF,TRUE
Rhox10,Rhox10,TF,TRUE
Rhox11,Rhox11,TF,TRUE
Rhox13,Rhox13,TF,TRUE
Zbtb33,Zbtb33,TF,TRUE
Dmrt1,Dmrt1,TF,TRUE
Gm10139,Gm10139,TF,TRUE
Dmrt3,Dmrt3,TF,TRUE
Dmrt2,Dmrt2,TF,TRUE
Nkx2-1,Nkx2-1,TF,TRUE
Nkx2-9,Nkx2-9,TF,TRUE
Pax9,Pax9,TF,TRUE
Pou3f4,Pou3f4,TF,TRUE
Gcm2,Gcm2,TF,TRUE
Zscan12,Zscan12,TF,TRUE
Zfp712,Zfp712,TF,TRUE
Fosl1,Fosl1,TF,TRUE
Pou4f1,Pou4f1,TF,TRUE
Zfp708,Zfp708,TF,TRUE
Gm28557,Gm28557,TF,TRUE
Rslcan18,Rslcan18,TF,TRUE
Zfp759,Zfp759,TF,TRUE
Zscan26,Zscan26,TF,TRUE
Rsl1,Rsl1,TF,TRUE
Zfp455,Zfp455,TF,TRUE
Zfp458,Zfp458,TF,TRUE
Hesx1,Hesx1,TF,TRUE
Zfp457,Zfp457,TF,TRUE
Foxa1,Foxa1,TF,TRUE
Zfp595,Zfp595,TF,TRUE
Hdx,Hdx,TF,TRUE
Zfp953,Zfp953,TF,TRUE
Gm28041,Gm28041,TF,TRUE
Zfp456,Zfp456,TF,TRUE
Hivep1,Hivep1,TF,TRUE
Zfp429,Zfp429,TF,TRUE
Zfp459,Zfp459,TF,TRUE
Zfp874a,Zfp874a,TF,TRUE
Esrrb,Esrrb,TF,TRUE
Ovol1,Ovol1,TF,TRUE
Zfp184,Zfp184,TF,TRUE
Zfp874b,Zfp874b,TF,TRUE
Zfp58,Zfp58,TF,TRUE
Onecut2,Onecut2,TF,TRUE
Zfp87,Zfp87,TF,TRUE
Zfp748,Zfp748,TF,TRUE
Zfp729b,Zfp729b,TF,TRUE
Gm49345,Gm49345,TF,TRUE
Zfp729a,Zfp729a,TF,TRUE
Zfp738,Zfp738,TF,TRUE
Zfp65,Zfp65,TF,TRUE
Zfp85,Zfp85,TF,TRUE
Zfp493,Zfp493,TF,TRUE
Dach2,Dach2,TF,TRUE
Sox21,Sox21,TF,TRUE
Gm9376,Gm9376,TF,TRUE
Foxd1,Foxd1,TF,TRUE
Zfp273,Zfp273,TF,TRUE
Rela,Rela,TF,TRUE
Ppara,Ppara,TF,TRUE
Gata4,Gata4,TF,TRUE
Grhl1,Grhl1,TF,TRUE
Tgif2lx2,Tgif2lx2,TF,TRUE
Tgif2lx1,Tgif2lx1,TF,TRUE
Klf11,Klf11,TF,TRUE
Egr1,Egr1,TF,TRUE
Hic2,Hic2,TF,TRUE
Sox7,Sox7,TF,TRUE
Zfp322a,Zfp322a,TF,TRUE
4932411N23Rik,4932411N23Rik,TF,TRUE
Rfx3,Rfx3,TF,TRUE
Zfp366,Zfp366,TF,TRUE
Zfp395,Zfp395,TF,TRUE
Zfp983,Zfp983,TF,TRUE
Six2,Six2,TF,TRUE
Gm10226,Gm10226,TF,TRUE
Zfp760,Zfp760,TF,TRUE
Zfp229,Zfp229,TF,TRUE
Pura,Pura,TF,TRUE
Zfp820,Zfp820,TF,TRUE
Glis3,Glis3,TF,TRUE
Zfp995,Zfp995,TF,TRUE
Zfp942,Zfp942,TF,TRUE
Zfp943,Zfp943,TF,TRUE
Zfp947,Zfp947,TF,TRUE
Zfp994,Zfp994,TF,TRUE
Zfp944,Zfp944,TF,TRUE
Zfp758,Zfp758,TF,TRUE
Epas1,Epas1,TF,TRUE
Zfp946,Zfp946,TF,TRUE
Foxp4,Foxp4,TF,TRUE
Runx1,Runx1,TF,TRUE
Sox11,Sox11,TF,TRUE
Zfp945,Zfp945,TF,TRUE
Rfx5,Rfx5,TF,TRUE
Zfp40,Zfp40,TF,TRUE
Zfp213,Zfp213,TF,TRUE
Sox2,Sox2,TF,TRUE
Zfp13,Zfp13,TF,TRUE
Irx1,Irx1,TF,TRUE
Irx2,Irx2,TF,TRUE
Zscan10,Zscan10,TF,TRUE
Irx4,Irx4,TF,TRUE
Nanog,Nanog,TF,TRUE
Gata2,Gata2,TF,TRUE
Bbx,Bbx,TF,TRUE
Foxj2,Foxj2,TF,TRUE
Sim2,Sim2,TF,TRUE
Foxn2,Foxn2,TF,TRUE
Zfat,Zfat,TF,TRUE
Nfya,Nfya,TF,TRUE
Vax1,Vax1,TF,TRUE
Emx2,Emx2,TF,TRUE
Foxi3,Foxi3,TF,TRUE
Myt1l,Myt1l,TF,TRUE
Ebf2,Ebf2,TF,TRUE
Foxr2,Foxr2,TF,TRUE
Klf8,Klf8,TF,TRUE
Zfp169,Zfp169,TF,TRUE
Zbtb11,Zbtb11,TF,TRUE
Elf4,Elf4,TF,TRUE
Barx1,Barx1,TF,TRUE
Nobox,Nobox,TF,TRUE
Zfp950,Zfp950,TF,TRUE
Rax,Rax,TF,TRUE
Ctcf,Ctcf,TF,TRUE
Satb1,Satb1,TF,TRUE
Nr3c2,Nr3c2,TF,TRUE
Gm21060,Gm21060,TF,TRUE
Gsc2,Gsc2,TF,TRUE
Mycs,Mycs,TF,TRUE
Rfx4,Rfx4,TF,TRUE
Zfp280c,Zfp280c,TF,TRUE
Nkx2-6,Nkx2-6,TF,TRUE
Nkx3-1,Nkx3-1,TF,TRUE
Zfp119a,Zfp119a,TF,TRUE
Zfp959,Zfp959,TF,TRUE
Zfp119b,Zfp119b,TF,TRUE
Mbtps2,Mbtps2,TF,TRUE
Yy2,Yy2,TF,TRUE
Thap11,Thap11,TF,TRUE
Pou4f2,Pou4f2,TF,TRUE
Egr3,Egr3,TF,TRUE
Sox1,Sox1,TF,TRUE
Zfp386,Zfp386,TF,TRUE
Men1,Men1,TF,TRUE
Fezf2,Fezf2,TF,TRUE
Foxn3,Foxn3,TF,TRUE
E4f1,E4f1,TF,TRUE
Prdm4,Prdm4,TF,TRUE
Mecp2,Mecp2,TF,TRUE
Zfp786,Zfp786,TF,TRUE
Ascl4,Ascl4,TF,TRUE
Smad1,Smad1,TF,TRUE
Zfp398,Zfp398,TF,TRUE
Zfp282,Zfp282,TF,TRUE
Stox1,Stox1,TF,TRUE
Nr3c1,Nr3c1,TF,TRUE
Gm19965,Gm19965,TF,TRUE
Gm28363,Gm28363,TF,TRUE
B020011L13Rik,B020011L13Rik,TF,TRUE
Gm28360,Gm28360,TF,TRUE
Zfp212,Zfp212,TF,TRUE
Zbtb16,Zbtb16,TF,TRUE
Gm28168,Gm28168,TF,TRUE
Gm7145,Gm7145,TF,TRUE
Gm29106,Gm29106,TF,TRUE
Tbx1,Tbx1,TF,TRUE
Zfp956,Zfp956,TF,TRUE
Zfp777,Zfp777,TF,TRUE
Erg,Erg,TF,TRUE
Lhx8,Lhx8,TF,TRUE
Zfp72,Zfp72,TF,TRUE
Pou4f3,Pou4f3,TF,TRUE
Tcerg1,Tcerg1,TF,TRUE
Zfp746,Zfp746,TF,TRUE
Mybl1,Mybl1,TF,TRUE
Nfatc3,Nfatc3,TF,TRUE
Foxp3,Foxp3,TF,TRUE
Zfp825,Zfp825,TF,TRUE
Gm32717,Gm32717,TF,TRUE
Gm32802,Gm32802,TF,TRUE
Sox4,Sox4,TF,TRUE
Gm9040,Gm9040,TF,TRUE
Gm9044,Gm9044,TF,TRUE
Gm9045,Gm9045,TF,TRUE
Gm9046,Gm9046,TF,TRUE
Gm9048,Gm9048,TF,TRUE
Gm9049,Gm9049,TF,TRUE
Ets2,Ets2,TF,TRUE
Pbx2,Pbx2,TF,TRUE
Osr2,Osr2,TF,TRUE
E2f3,E2f3,TF,TRUE
Zfp90,Zfp90,TF,TRUE
Zfp41,Zfp41,TF,TRUE
Ferd3l,Ferd3l,TF,TRUE
Twist1,Twist1,TF,TRUE
Sp4,Sp4,TF,TRUE
Atoh8,Atoh8,TF,TRUE
Sp8,Sp8,TF,TRUE
Zfp534,Zfp534,TF,TRUE
Zfp984,Zfp984,TF,TRUE
Zfp933,Zfp933,TF,TRUE
Zfp654,Zfp654,TF,TRUE
Mafa,Mafa,TF,TRUE
Zbtb18,Zbtb18,TF,TRUE
Irf4,Irf4,TF,TRUE
Pou1f1,Pou1f1,TF,TRUE
Gcm1,Gcm1,TF,TRUE
Klf15,Klf15,TF,TRUE
Zfp467,Zfp467,TF,TRUE
Sox5,Sox5,TF,TRUE
Grhl2,Grhl2,TF,TRUE
Eno1b,Eno1b,TF,TRUE
Pax3,Pax3,TF,TRUE
Foxq1,Foxq1,TF,TRUE
Hey2,Hey2,TF,TRUE
Ascl1,Ascl1,TF,TRUE
Foxf2,Foxf2,TF,TRUE
Foxc1,Foxc1,TF,TRUE
Rfx2,Rfx2,TF,TRUE
Barx2,Barx2,TF,TRUE
Ahr,Ahr,TF,TRUE
Dbx2,Dbx2,TF,TRUE
Tcf4,Tcf4,TF,TRUE
Atf6b,Atf6b,TF,TRUE
Atoh7,Atoh7,TF,TRUE
Klf10,Klf10,TF,TRUE
Fli1,Fli1,TF,TRUE
Arnt,Arnt,TF,TRUE
Nkx6-1,Nkx6-1,TF,TRUE
Ets1,Ets1,TF,TRUE
Meox2,Meox2,TF,TRUE
Otx2,Otx2,TF,TRUE
Tfb2m,Tfb2m,TF,TRUE
Nfil3,Nfil3,TF,TRUE
Nfat5,Nfat5,TF,TRUE
Dlx6,Dlx6,TF,TRUE
Zbtb21,Zbtb21,TF,TRUE
Msx2,Msx2,TF,TRUE
Gm12258,Gm12258,TF,TRUE
2810021J22Rik,2810021J22Rik,TF,TRUE
Zfp39,Zfp39,TF,TRUE
A630089N07Rik,A630089N07Rik,TF,TRUE
Tcf24,Tcf24,TF,TRUE
Dlx5,Dlx5,TF,TRUE
Zfp775,Zfp775,TF,TRUE
Zfp449,Zfp449,TF,TRUE
AI854703,AI854703,TF,TRUE
Esx1,Esx1,TF,TRUE
Spic,Spic,TF,TRUE
Etv1,Etv1,TF,TRUE
Zfhx3,Zfhx3,TF,TRUE
Gabpa,Gabpa,TF,TRUE
Bhlhe41,Bhlhe41,TF,TRUE
Six6,Six6,TF,TRUE
Six1,Six1,TF,TRUE
Six4,Six4,TF,TRUE
Egr2,Egr2,TF,TRUE
Vdr,Vdr,TF,TRUE
Glis1,Glis1,TF,TRUE
Dmrtb1,Dmrtb1,TF,TRUE
Zfp384,Zfp384,TF,TRUE
Helt,Helt,TF,TRUE
Hif1a,Hif1a,TF,TRUE
Smad4,Smad4,TF,TRUE
Zfp518a,Zfp518a,TF,TRUE
Bach1,Bach1,TF,TRUE
Tfdp1,Tfdp1,TF,TRUE
Zfp641,Zfp641,TF,TRUE
Zbtb12,Zbtb12,TF,TRUE
Zfp263,Zfp263,TF,TRUE
Zfp174,Zfp174,TF,TRUE
Zfp597,Zfp597,TF,TRUE
Pou5f2,Pou5f2,TF,TRUE
Nr1h4,Nr1h4,TF,TRUE
Zbtb7c,Zbtb7c,TF,TRUE
Trps1,Trps1,TF,TRUE
Smad2,Smad2,TF,TRUE
Nr2f1,Nr2f1,TF,TRUE
Skor2,Skor2,TF,TRUE
Zfp37,Zfp37,TF,TRUE
Casz1,Casz1,TF,TRUE
Rel,Rel,TF,TRUE
Zfp821,Zfp821,TF,TRUE
AI987944,AI987944,TF,TRUE
Ddn,Ddn,TF,TRUE
AW146154,AW146154,TF,TRUE
Foxg1,Foxg1,TF,TRUE
Gm43517,Gm43517,TF,TRUE
Gm6871,Gm6871,TF,TRUE
Zfp648,Zfp648,TF,TRUE
Irf2,Irf2,TF,TRUE
Bhlha15,Bhlha15,TF,TRUE
2610021A01Rik,2610021A01Rik,TF,TRUE
Zfp788,Zfp788,TF,TRUE
Kmt2d,Kmt2d,TF,TRUE
Rpf2,Rpf2,TF,TRUE
Rfx1,Rfx1,TF,TRUE
Zbtb3,Zbtb3,TF,TRUE
Bcl11a,Bcl11a,TF,TRUE
Gsc,Gsc,TF,TRUE
Esr2,Esr2,TF,TRUE
Zfp612,Zfp612,TF,TRUE
Nr2c2,Nr2c2,TF,TRUE
Stox2,Stox2,TF,TRUE
Tfap4,Tfap4,TF,TRUE
Nkx1-1,Nkx1-1,TF,TRUE
Nfatc1,Nfatc1,TF,TRUE
Glis2,Glis2,TF,TRUE
Pknox2,Pknox2,TF,TRUE
Tfe3,Tfe3,TF,TRUE
Neurod2,Neurod2,TF,TRUE
Nfxl1,Nfxl1,TF,TRUE
Zbtb25,Zbtb25,TF,TRUE
Zbtb1,Zbtb1,TF,TRUE
Cc2d1a,Cc2d1a,TF,TRUE
Tsc22d1,Tsc22d1,TF,TRUE
Zfp141,Zfp141,TF,TRUE
Sall3,Sall3,TF,TRUE
Zbtb24,Zbtb24,TF,TRUE
Zfp867,Zfp867,TF,TRUE
Zfp977,Zfp977,TF,TRUE
Zfp976,Zfp976,TF,TRUE
Zfp975,Zfp975,TF,TRUE
Gm17067,Gm17067,TF,TRUE
Gm2381,Gm2381,TF,TRUE
Arntl2,Arntl2,TF,TRUE
Zic3,Zic3,TF,TRUE
Zfp236,Zfp236,TF,TRUE
Klf6,Klf6,TF,TRUE
Zfp516,Zfp516,TF,TRUE
Tshz1,Tshz1,TF,TRUE
Ndn,Ndn,TF,TRUE
Zkscan17,Zkscan17,TF,TRUE
Zfp715,Zfp715,TF,TRUE
Tfb1m,Tfb1m,TF,TRUE
Ikzf3,Ikzf3,TF,TRUE
Etv3,Etv3,TF,TRUE
Etv3l,Etv3l,TF,TRUE
Pitx2,Pitx2,TF,TRUE
Klf13,Klf13,TF,TRUE
Zfp951,Zfp951,TF,TRUE
Gm45871,Gm45871,TF,TRUE
Bnc1,Bnc1,TF,TRUE
Zfp219,Zfp219,TF,TRUE
Nkx2-3,Nkx2-3,TF,TRUE
Rreb1,Rreb1,TF,TRUE
Scx,Scx,TF,TRUE
Lhx4,Lhx4,TF,TRUE
Stat4,Stat4,TF,TRUE
Bcl11b,Bcl11b,TF,TRUE
Hsf1,Hsf1,TF,TRUE
Foxp2,Foxp2,TF,TRUE
Scrt1,Scrt1,TF,TRUE
Etv5,Etv5,TF,TRUE
Myrf,Myrf,TF,TRUE
Atf1,Atf1,TF,TRUE
Elf1,Elf1,TF,TRUE
Gpbp1,Gpbp1,TF,TRUE
Elf2,Elf2,TF,TRUE
Tfec,Tfec,TF,TRUE
Mxd3,Mxd3,TF,TRUE
Nacc1,Nacc1,TF,TRUE
Barhl2,Barhl2,TF,TRUE
Zfp644,Zfp644,TF,TRUE
Csrnp2,Csrnp2,TF,TRUE
Thra,Thra,TF,TRUE
Isl2,Isl2,TF,TRUE
Prdm14,Prdm14,TF,TRUE
Yy1,Yy1,TF,TRUE
Nr1d1,Nr1d1,TF,TRUE
Tfcp2,Tfcp2,TF,TRUE
Foxh1,Foxh1,TF,TRUE
Nfe2l3,Nfe2l3,TF,TRUE
Pou6f1,Pou6f1,TF,TRUE
Zfp658,Zfp658,TF,TRUE
Zfp719,Zfp719,TF,TRUE
Zfp819,Zfp819,TF,TRUE
Pax2,Pax2,TF,TRUE
Foxo3,Foxo3,TF,TRUE
Obox8,Obox8,TF,TRUE
Zfp251,Zfp251,TF,TRUE
Zfp7,Zfp7,TF,TRUE
Hand2,Hand2,TF,TRUE
Bcl6,Bcl6,TF,TRUE
Elk3,Elk3,TF,TRUE
Crem,Crem,TF,TRUE
Nr2e1,Nr2e1,TF,TRUE
Foxo1,Foxo1,TF,TRUE
Zfp647,Zfp647,TF,TRUE
Zbtb14,Zbtb14,TF,TRUE
Cc2d1b,Cc2d1b,TF,TRUE
Mef2c,Mef2c,TF,TRUE
Hdgf,Hdgf,TF,TRUE
Pou5f1,Pou5f1,TF,TRUE
Tlx1,Tlx1,TF,TRUE
Lbx1,Lbx1,TF,TRUE
Litaf,Litaf,TF,TRUE
Tbx18,Tbx18,TF,TRUE
Lef1,Lef1,TF,TRUE
Nfix,Nfix,TF,TRUE
Gata1,Gata1,TF,TRUE
Trp63,Trp63,TF,TRUE
Eno1,Eno1,TF,TRUE
Lyl1,Lyl1,TF,TRUE
Zkscan14,Zkscan14,TF,TRUE
Zkscan5,Zkscan5,TF,TRUE
Sall2,Sall2,TF,TRUE
Rara,Rara,TF,TRUE
Zfp655,Zfp655,TF,TRUE
Zscan25,Zscan25,TF,TRUE
Tfcp2l1,Tfcp2l1,TF,TRUE
Gm14444,Gm14444,TF,TRUE
Nr4a1,Nr4a1,TF,TRUE
Gm14393,Gm14393,TF,TRUE
Zfp438,Zfp438,TF,TRUE
Zeb1,Zeb1,TF,TRUE
Gm14399,Gm14399,TF,TRUE
Prdm1,Prdm1,TF,TRUE
Gm14443,Gm14443,TF,TRUE
Scrt2,Scrt2,TF,TRUE
Gm14391,Gm14391,TF,TRUE
Gli2,Gli2,TF,TRUE
Obox7,Obox7,TF,TRUE
Tcf15,Tcf15,TF,TRUE
Gm4631,Gm4631,TF,TRUE
Klf1,Klf1,TF,TRUE
Zfp968,Zfp968,TF,TRUE
Mkx,Mkx,TF,TRUE
Gm4724,Gm4724,TF,TRUE
Ddit3,Ddit3,TF,TRUE
Zfp965,Zfp965,TF,TRUE
Gm11007,Gm11007,TF,TRUE
Tgif1,Tgif1,TF,TRUE
Prrxl1,Prrxl1,TF,TRUE
Zfp969,Zfp969,TF,TRUE
Mef2d,Mef2d,TF,TRUE
Pgr,Pgr,TF,TRUE
Gm2007,Gm2007,TF,TRUE
Gm6710,Gm6710,TF,TRUE
Zfp966,Zfp966,TF,TRUE
Creb5,Creb5,TF,TRUE
Zfp202,Zfp202,TF,TRUE
Gm2026,Gm2026,TF,TRUE
Gm2004,Gm2004,TF,TRUE
Tead4,Tead4,TF,TRUE
2210418O10Rik,2210418O10Rik,TF,TRUE
Gm11009,Gm11009,TF,TRUE
Obox2,Obox2,TF,TRUE
Mixl1,Mixl1,TF,TRUE
Gm14434,Gm14434,TF,TRUE
Mitf,Mitf,TF,TRUE
Obox1,Obox1,TF,TRUE
Nr2c1,Nr2c1,TF,TRUE
Zfp967,Zfp967,TF,TRUE
Gli1,Gli1,TF,TRUE
Foxm1,Foxm1,TF,TRUE
Gm14308,Gm14308,TF,TRUE
Stat1,Stat1,TF,TRUE
Bhlha9,Bhlha9,TF,TRUE
Srebf1,Srebf1,TF,TRUE
Zfp973,Zfp973,TF,TRUE
Hes1,Hes1,TF,TRUE
Gm14305,Gm14305,TF,TRUE
Arnt2,Arnt2,TF,TRUE
Gm14295,Gm14295,TF,TRUE
Gm14408,Gm14408,TF,TRUE
Zfp410,Zfp410,TF,TRUE
Sox12,Sox12,TF,TRUE
Junb,Junb,TF,TRUE
Gm14419,Gm14419,TF,TRUE
Gm14401,Gm14401,TF,TRUE
Obox3,Obox3,TF,TRUE
Pitx3,Pitx3,TF,TRUE
Gm14410,Gm14410,TF,TRUE
Gm14409,Gm14409,TF,TRUE
Gm14412,Gm14412,TF,TRUE
Zfp740,Zfp740,TF,TRUE
Sim1,Sim1,TF,TRUE
Gata6,Gata6,TF,TRUE
Obox5,Obox5,TF,TRUE
Gmeb1,Gmeb1,TF,TRUE
Rarg,Rarg,TF,TRUE
Obox6,Obox6,TF,TRUE
Gm14418,Gm14418,TF,TRUE
Zfp970,Zfp970,TF,TRUE
Gm14403,Gm14403,TF,TRUE
Zbtb48,Zbtb48,TF,TRUE
Gfi1,Gfi1,TF,TRUE
Gm14406,Gm14406,TF,TRUE
Gm14322,Gm14322,TF,TRUE
Gm14325,Gm14325,TF,TRUE
Gm14327,Gm14327,TF,TRUE
Zfp972,Zfp972,TF,TRUE
Gm14326,Gm14326,TF,TRUE
Crx,Crx,TF,TRUE
Zfp971,Zfp971,TF,TRUE
Nfkb2,Nfkb2,TF,TRUE
Zfp949,Zfp949,TF,TRUE
Tle4,Tle4,TF,TRUE
Vax2,Vax2,TF,TRUE
C130026I21Rik,C130026I21Rik,TF,TRUE
Zfp931,Zfp931,TF,TRUE
Rfx6,Rfx6,TF,TRUE
Tbx15,Tbx15,TF,TRUE
Arx,Arx,TF,TRUE
Sp7,Sp7,TF,TRUE
Sp1,Sp1,TF,TRUE
Pitx1,Pitx1,TF,TRUE
Sox10,Sox10,TF,TRUE
A530032D15Rik,A530032D15Rik,TF,TRUE
Smad9,Smad9,TF,TRUE
Rfxap,Rfxap,TF,TRUE
Maf,Maf,TF,TRUE
Msc,Msc,TF,TRUE
Zfp148,Zfp148,TF,TRUE
Hnf4g,Hnf4g,TF,TRUE
Bsx,Bsx,TF,TRUE
Isl1,Isl1,TF,TRUE
Atmin,Atmin,TF,TRUE
Maff,Maff,TF,TRUE
Cebpe,Cebpe,TF,TRUE
Foxb2,Foxb2,TF,TRUE
Zfhx4,Zfhx4,TF,TRUE
Sp110,Sp110,TF,TRUE
Osr1,Osr1,TF,TRUE
Msgn1,Msgn1,TF,TRUE
Sox8,Sox8,TF,TRUE
Mlxip,Mlxip,TF,TRUE
Sohlh2,Sohlh2,TF,TRUE
Zfp791,Zfp791,TF,TRUE
Hey1,Hey1,TF,TRUE
Smad5,Smad5,TF,TRUE
Mycn,Mycn,TF,TRUE
Rorb,Rorb,TF,TRUE
En1,En1,TF,TRUE
Zbtb42,Zbtb42,TF,TRUE
Spz1,Spz1,TF,TRUE
Tbx6,Tbx6,TF,TRUE
Foxj1,Foxj1,TF,TRUE
Zfhx2,Zfhx2,TF,TRUE
Dmrta2,Dmrta2,TF,TRUE
Gsx2,Gsx2,TF,TRUE
Gm28047,Gm28047,TF,TRUE
Mtf2,Mtf2,TF,TRUE
Foxs1,Foxs1,TF,TRUE
Atf7,Atf7,TF,TRUE
Nhlh2,Nhlh2,TF,TRUE
Sp100,Sp100,TF,TRUE
Hoxc13,Hoxc13,TF,TRUE
Hoxc12,Hoxc12,TF,TRUE
Hoxc11,Hoxc11,TF,TRUE
Hoxc10,Hoxc10,TF,TRUE
Hoxc5,Hoxc5,TF,TRUE
Hoxc9,Hoxc9,TF,TRUE
Hoxc8,Hoxc8,TF,TRUE
Hoxc6,Hoxc6,TF,TRUE
Rxra,Rxra,TF,TRUE
Zfp704,Zfp704,TF,TRUE
Foxp1,Foxp1,TF,TRUE
Ss18l1,Ss18l1,TF,TRUE
Max,Max,TF,TRUE
Hoxc4,Hoxc4,TF,TRUE
Nfkb1,Nfkb1,TF,TRUE
A630001G21Rik,A630001G21Rik,TF,TRUE
Nrl,Nrl,TF,TRUE
Hes2,Hes2,TF,TRUE
Gm9833,Gm9833,TF,TRUE
Zic1,Zic1,TF,TRUE
Atf4,Atf4,TF,TRUE
Pou2f3,Pou2f3,TF,TRUE
Vsx2,Vsx2,TF,TRUE
Zic4,Zic4,TF,TRUE
Plscr1,Plscr1,TF,TRUE
Hes3,Hes3,TF,TRUE
Zfp423,Zfp423,TF,TRUE
Gsx1,Gsx1,TF,TRUE
Mrtfa,Mrtfa,TF,TRUE
Pdx1,Pdx1,TF,TRUE
Cdx2,Cdx2,TF,TRUE
Zfp131,Zfp131,TF,TRUE
Plscr2,Plscr2,TF,TRUE
Mga,Mga,TF,TRUE
Zfp930,Zfp930,TF,TRUE
1700057G04Rik,1700057G04Rik,TF,TRUE
Zfp868,Zfp868,TF,TRUE
Zfp964,Zfp964,TF,TRUE
Zfp869,Zfp869,TF,TRUE
Ep300,Ep300,TF,TRUE
Zfp963,Zfp963,TF,TRUE
Gm20422,Gm20422,TF,TRUE
Zfp866,Zfp866,TF,TRUE
Neurod6,Neurod6,TF,TRUE
Fezf1,Fezf1,TF,TRUE
Spib,Spib,TF,TRUE
Nr1h5,Nr1h5,TF,TRUE
Mxi1,Mxi1,TF,TRUE
Otp,Otp,TF,TRUE
Irf9,Irf9,TF,TRUE
Hsf3,Hsf3,TF,TRUE
Csrnp3,Csrnp3,TF,TRUE
Foxi1,Foxi1,TF,TRUE
Tef,Tef,TF,TRUE
Pbx4,Pbx4,TF,TRUE
Stat6,Stat6,TF,TRUE
Npas1,Npas1,TF,TRUE
Dmtf1,Dmtf1,TF,TRUE
Ar,Ar,TF,TRUE
Gata5,Gata5,TF,TRUE
Rfxank,Rfxank,TF,TRUE
Tfap2d,Tfap2d,TF,TRUE
Stat5b,Stat5b,TF,TRUE
Mef2a,Mef2a,TF,TRUE
Plagl2,Plagl2,TF,TRUE
Sall1,Sall1,TF,TRUE
Tfam,Tfam,TF,TRUE
Mef2b,Mef2b,TF,TRUE
Zfp558,Zfp558,TF,TRUE
Clock,Clock,TF,TRUE
Zbtb39,Zbtb39,TF,TRUE
Stat5a,Stat5a,TF,TRUE
Foxd2,Foxd2,TF,TRUE
Zfp623,Zfp623,TF,TRUE
Zfp707,Zfp707,TF,TRUE
Nr1h2,Nr1h2,TF,TRUE
E2f5,E2f5,TF,TRUE
Foxe3,Foxe3,TF,TRUE
Tfap2b,Tfap2b,TF,TRUE
Zfp317,Zfp317,TF,TRUE
Tcf7l2,Tcf7l2,TF,TRUE
Hsf2,Hsf2,TF,TRUE
Tal1,Tal1,TF,TRUE
Tcfl5,Tcfl5,TF,TRUE
Etv6,Etv6,TF,TRUE
Zfp560,Zfp560,TF,TRUE
Alx1,Alx1,TF,TRUE
Trp73,Trp73,TF,TRUE
Bhlhe22,Bhlhe22,TF,TRUE
Zfp426,Zfp426,TF,TRUE
Crebl2,Crebl2,TF,TRUE
Foxo4,Foxo4,TF,TRUE
Stat3,Stat3,TF,TRUE
Zfp266,Zfp266,TF,TRUE
AW822073,AW822073,TF,TRUE
Zfp846,Zfp846,TF,TRUE
Duxf3,Duxf3,TF,TRUE
Gm4981,Gm4981,TF,TRUE
Maz,Maz,TF,TRUE
Nkx6-3,Nkx6-3,TF,TRUE
Nfatc4,Nfatc4,TF,TRUE
5430403G16Rik,5430403G16Rik,TF,TRUE
4930522L14Rik,4930522L14Rik,TF,TRUE
Gfi1b,Gfi1b,TF,TRUE
Gm15446,Gm15446,TF,TRUE
Hmx1,Hmx1,TF,TRUE
Zfp932,Zfp932,TF,TRUE
Gli3,Gli3,TF,TRUE
Gm17655,Gm17655,TF,TRUE
Gm35315,Gm35315,TF,TRUE
Tbx10,Tbx10,TF,TRUE
Bhlhe23,Bhlhe23,TF,TRUE
Zfp605,Zfp605,TF,TRUE
Pou6f2,Pou6f2,TF,TRUE
Hinfp,Hinfp,TF,TRUE
Zfp607b,Zfp607b,TF,TRUE
Nr1d2,Nr1d2,TF,TRUE
Zfp626,Zfp626,TF,TRUE
Thrb,Thrb,TF,TRUE
Rarb,Rarb,TF,TRUE
Zfp607a,Zfp607a,TF,TRUE
Elk1,Elk1,TF,TRUE
Crebrf,Crebrf,TF,TRUE
Zfp974,Zfp974,TF,TRUE
Zfp780b,Zfp780b,TF,TRUE
Zfp850,Zfp850,TF,TRUE
Nkx2-5,Nkx2-5,TF,TRUE
Nr2f2,Nr2f2,TF,TRUE
Rest,Rest,TF,TRUE
Zfp300,Zfp300,TF,TRUE
Hif3a,Hif3a,TF,TRUE
Myf5,Myf5,TF,TRUE
Myf6,Myf6,TF,TRUE
Hsfy2,Hsfy2,TF,TRUE
