,gene_name,display_name,biotype,keep
2109,Polr3gl,Polr3gl,Chromatin_binding,True
2110,Ppargc1a,Ppargc1a,Chromatin_binding,True
2111,Ppp2r3d,Ppp2r3d,Chromatin_binding,True
2113,Prdm11,Prdm11,Chromatin_binding,True
2115,Prdm15,Prdm15,Chromatin_binding,True
2116,Primpol,Primpol,Chromatin_binding,True
2117,Prkaa1,Prkaa1,Chromatin_binding,True
2118,Prkaa2,Prkaa2,Chromatin_binding,True
2119,Prkcb,Prkcb,Chromatin_binding,True
2122,Psip1,Psip1,Chromatin_binding,True
2123,Pus1,Pus1,Chromatin_binding,True
2125,Pwwp3a,Pwwp3a,Chromatin_binding,True
2126,Pygo2,Pygo2,Chromatin_binding,True
2127,Rad17,Rad17,Chromatin_binding,True
2128,Rad21,Rad21,Chromatin_binding,True
2129,Rad21l,Rad21l,Chromatin_binding,True
2130,Rad51,Rad51,Chromatin_binding,True
2131,Rag2,Rag2,Chromatin_binding,True
2132,Rbl1,Rbl1,Chromatin_binding,True
2133,Rbl2,Rbl2,Chromatin_binding,True
2134,Rbmx,Rbmx,Chromatin_binding,True
2135,Rbmxl1,Rbmxl1,Chromatin_binding,True
2136,Rcc1,Rcc1,Chromatin_binding,True
2137,Rcor1,Rcor1,Chromatin_binding,True
2138,Rec8,Rec8,Chromatin_binding,True
2139,Repin1,Repin1,Chromatin_binding,True
2140,Rere,Rere,Chromatin_binding,True
2141,Rfpl4b,Rfpl4b,Chromatin_binding,True
2142,Ring1,Ring1,Chromatin_binding,True
2143,Rit2,Rit2,Chromatin_binding,True
2144,Rnf2,Rnf2,Chromatin_binding,True
2145,Rnf4,Rnf4,Chromatin_binding,True
2146,Rnf8,Rnf8,Chromatin_binding,True
2147,Rnf20,Rnf20,Chromatin_binding,True
2148,Rnf168,Rnf168,Chromatin_binding,True
2149,Rnf169,Rnf169,Chromatin_binding,True
2150,Rpa1,Rpa1,Chromatin_binding,True
2151,Ruvbl2,Ruvbl2,Chromatin_binding,True
2152,Safb,Safb,Chromatin_binding,True
2153,Samd1,Samd1,Chromatin_binding,True
2154,Samd7,Samd7,Chromatin_binding,True
2155,Samd11,Samd11,Chromatin_binding,True
2156,Samd13,Samd13,Chromatin_binding,True
2157,Sap30l,Sap30l,Chromatin_binding,True
2158,Sarnp,Sarnp,Chromatin_binding,True
2159,Sbno1,Sbno1,Chromatin_binding,True
2160,Sbno2,Sbno2,Chromatin_binding,True
2161,Scmh1,Scmh1,Chromatin_binding,True
2162,Scml2,Scml2,Chromatin_binding,True
2163,Scml4,Scml4,Chromatin_binding,True
2164,Set,Set,Chromatin_binding,True
2167,Sf3b1,Sf3b1,Chromatin_binding,True
2168,Sfmbt1,Sfmbt1,Chromatin_binding,True
2169,Sfmbt2,Sfmbt2,Chromatin_binding,True
2170,Sfpq,Sfpq,Chromatin_binding,True
2171,Shmt2,Shmt2,Chromatin_binding,True
2172,Sin3a,Sin3a,Chromatin_binding,True
2173,Sin3b,Sin3b,Chromatin_binding,True
2178,Slc30a9,Slc30a9,Chromatin_binding,True
2179,Smad6,Smad6,Chromatin_binding,True
2180,Smarca1,Smarca1,Chromatin_binding,True
2181,Smarca2,Smarca2,Chromatin_binding,True
2182,Smarca4,Smarca4,Chromatin_binding,True
2184,Smarcad1,Smarcad1,Chromatin_binding,True
2185,Smarcc1,Smarcc1,Chromatin_binding,True
2186,Smarcc2,Smarcc2,Chromatin_binding,True
2187,Smarcd1,Smarcd1,Chromatin_binding,True
2188,Smarcd3,Smarcd3,Chromatin_binding,True
2189,Smc1a,Smc1a,Chromatin_binding,True
2190,Smc2,Smc2,Chromatin_binding,True
2191,Smc3,Smc3,Chromatin_binding,True
2192,Smc4,Smc4,Chromatin_binding,True
2193,Ssbp1,Ssbp1,Chromatin_binding,True
2194,Ssrp1,Ssrp1,Chromatin_binding,True
2195,Stag1,Stag1,Chromatin_binding,True
2196,Stag2,Stag2,Chromatin_binding,True
2197,Stag3,Stag3,Chromatin_binding,True
2198,Stpg4,Stpg4,Chromatin_binding,True
2199,Supt5,Supt5,Chromatin_binding,True
2200,Supt6,Supt6,Chromatin_binding,True
2201,Supt16,Supt16,Chromatin_binding,True
2203,Suz12,Suz12,Chromatin_binding,True
2204,Svep1,Svep1,Chromatin_binding,True
2206,Tada2b,Tada2b,Chromatin_binding,True
2211,Tasor,Tasor,Chromatin_binding,True
2212,Tbl1x,Tbl1x,Chromatin_binding,True
2213,Tcf7l1,Tcf7l1,Chromatin_binding,True
2214,Tdrd3,Tdrd3,Chromatin_binding,True
2215,Ticrr,Ticrr,Chromatin_binding,True
2216,Tle1,Tle1,Chromatin_binding,True
2217,Tnrc18,Tnrc18,Chromatin_binding,True
2218,Top1,Top1,Chromatin_binding,True
2219,Top2a,Top2a,Chromatin_binding,True
2220,Top2b,Top2b,Chromatin_binding,True
2221,Tox,Tox,Chromatin_binding,True
2222,Tox2,Tox2,Chromatin_binding,True
2223,Tox3,Tox3,Chromatin_binding,True
2224,Tox4,Tox4,Chromatin_binding,True
2225,Tpr,Tpr,Chromatin_binding,True
2226,Trim24,Trim24,Chromatin_binding,True
2227,Trim28,Trim28,Chromatin_binding,True
2228,Trim33,Trim33,Chromatin_binding,True
2229,Trim37,Trim37,Chromatin_binding,True
2230,Trim66,Trim66,Chromatin_binding,True
2231,Tshz3,Tshz3,Chromatin_binding,True
2232,Tspyl1,Tspyl1,Chromatin_binding,True
2233,Tspyl2,Tspyl2,Chromatin_binding,True
2234,Tspyl3,Tspyl3,Chromatin_binding,True
2235,Tspyl4,Tspyl4,Chromatin_binding,True
2236,Tspyl5,Tspyl5,Chromatin_binding,True
2237,Ttc5,Ttc5,Chromatin_binding,True
2238,Ttc21b,Ttc21b,Chromatin_binding,True
2239,Ttc39aos1,Ttc39aos1,Chromatin_binding,True
2241,Twist2,Twist2,Chromatin_binding,True
2242,Ube2t,Ube2t,Chromatin_binding,True
2244,Upf1,Upf1,Chromatin_binding,True
2245,Uri1,Uri1,Chromatin_binding,True
2246,Usp3,Usp3,Chromatin_binding,True
2247,Usp51,Usp51,Chromatin_binding,True
2248,Uty,Uty,Chromatin_binding,True
2249,Uxt,Uxt,Chromatin_binding,True
2250,Wac,Wac,Chromatin_binding,True
2251,Wbp2,Wbp2,Chromatin_binding,True
2252,Wbp2nl,Wbp2nl,Chromatin_binding,True
2253,Wdhd1,Wdhd1,Chromatin_binding,True
2254,Wdr13,Wdr13,Chromatin_binding,True
2255,Wdr82,Wdr82,Chromatin_binding,True
2256,Wrn,Wrn,Chromatin_binding,True
2257,Yap1,Yap1,Chromatin_binding,True
2258,Ybx1,Ybx1,Chromatin_binding,True
2259,Ybx2,Ybx2,Chromatin_binding,True
2260,Zc3h4,Zc3h4,Chromatin_binding,True
2261,Zc3h12a,Zc3h12a,Chromatin_binding,True
2262,Zfp110,Zfp110,Chromatin_binding,True
2263,Zfp125,Zfp125,Chromatin_binding,True
2264,Zfp276,Zfp276,Chromatin_binding,True
2265,Zfp369,Zfp369,Chromatin_binding,True
2266,Zfp609,Zfp609,Chromatin_binding,True
2267,Zfx,Zfx,Chromatin_binding,True
2268,Zic2,Zic2,Chromatin_binding,True
2269,Zkscan3,Zkscan3,Chromatin_binding,True
2270,Znhit1,Znhit1,Chromatin_binding,True
2271,0610010K14Rik,0610010K14Rik,Chromatin_organization,True
2272,4930402K13Rik,4930402K13Rik,Chromatin_organization,True
2273,4930480E11Rik,4930480E11Rik,Chromatin_organization,True
2274,a,a,Chromatin_organization,True
2275,Abraxas1,Abraxas1,Chromatin_organization,True
2276,Actb,Actb,Chromatin_organization,True
2279,Actr5,Actr5,Chromatin_organization,True
2281,Actr8,Actr8,Chromatin_organization,True
2282,Aicda,Aicda,Chromatin_organization,True
2283,Airn,Airn,Chromatin_organization,True
2284,Alkbh4,Alkbh4,Chromatin_organization,True
2285,Anp32b,Anp32b,Chromatin_organization,True
2286,Anp32e,Anp32e,Chromatin_organization,True
2288,Aplf,Aplf,Chromatin_organization,True
2289,Apobec1,Apobec1,Chromatin_organization,True
2292,Arid2,Arid2,Chromatin_organization,True
2293,Arid4a,Arid4a,Chromatin_organization,True
2294,Arid4b,Arid4b,Chromatin_organization,True
2296,Asf1b,Asf1b,Chromatin_organization,True
2302,Atf7ip2,Atf7ip2,Chromatin_organization,True
2304,Atxn7l3,Atxn7l3,Chromatin_organization,True
2305,Axin1,Axin1,Chromatin_organization,True
2306,Babam1,Babam1,Chromatin_organization,True
2307,Babam2,Babam2,Chromatin_organization,True
2308,Bag6,Bag6,Chromatin_organization,True
2310,Banf1,Banf1,Chromatin_organization,True
2311,Banp,Banp,Chromatin_organization,True
2313,Baz1a,Baz1a,Chromatin_organization,True
2314,Baz1b,Baz1b,Chromatin_organization,True
2315,Baz2a,Baz2a,Chromatin_organization,True
2316,Bcl7a,Bcl7a,Chromatin_organization,True
2317,Bcl7b,Bcl7b,Chromatin_organization,True
2318,Bcl7c,Bcl7c,Chromatin_organization,True
2319,Bcor,Bcor,Chromatin_organization,True
2320,Bcorl1,Bcorl1,Chromatin_organization,True
2321,Bend3,Bend3,Chromatin_organization,True
2322,Bicra,Bicra,Chromatin_organization,True
2323,Bicral,Bicral,Chromatin_organization,True
2325,Bmncr,Bmncr,Chromatin_organization,True
2326,Bptf,Bptf,Chromatin_organization,True
2328,Brcc3,Brcc3,Chromatin_organization,True
2329,Brd1,Brd1,Chromatin_organization,True
2333,Brd7,Brd7,Chromatin_organization,True
2334,Brd8,Brd8,Chromatin_organization,True
2335,Brd9,Brd9,Chromatin_organization,True
2336,Brdt,Brdt,Chromatin_organization,True
2337,Brpf1,Brpf1,Chromatin_organization,True
2338,Brpf3,Brpf3,Chromatin_organization,True
2339,Bud23,Bud23,Chromatin_organization,True
2347,Cbx6,Cbx6,Chromatin_organization,True
2350,Cdan1,Cdan1,Chromatin_organization,True
2351,Cdk2,Cdk2,Chromatin_organization,True
2352,Cdkn1c,Cdkn1c,Chromatin_organization,True
2354,Cecr2,Cecr2,Chromatin_organization,True
2355,Cenpp,Cenpp,Chromatin_organization,True
2356,Cenpv,Cenpv,Chromatin_organization,True
2357,Cfdp1,Cfdp1,Chromatin_organization,True
2358,Cggbp1,Cggbp1,Chromatin_organization,True
2359,Chaer1,Chaer1,Chromatin_organization,True
2360,Chaf1a,Chaf1a,Chromatin_organization,True
2361,Chaf1b,Chaf1b,Chromatin_organization,True
2371,Chd9,Chd9,Chromatin_organization,True
2372,Chek1,Chek1,Chromatin_organization,True
2373,Chrac1,Chrac1,Chromatin_organization,True
2374,Coprs,Coprs,Chromatin_organization,True
2376,Ctr9,Ctr9,Chromatin_organization,True
2377,Dapk3,Dapk3,Chromatin_organization,True
2378,Daxx,Daxx,Chromatin_organization,True
2379,Dcaf1,Dcaf1,Chromatin_organization,True
2380,Ddx21,Ddx21,Chromatin_organization,True
2381,Ddx23,Ddx23,Chromatin_organization,True
2382,Dek,Dek,Chromatin_organization,True
2383,Dicer1,Dicer1,Chromatin_organization,True
2384,Dmap1,Dmap1,Chromatin_organization,True
2386,Dnajc9,Dnajc9,Chromatin_organization,True
2390,Dnmt3l,Dnmt3l,Chromatin_organization,True
2391,Dpf1,Dpf1,Chromatin_organization,True
2392,Dpf2,Dpf2,Chromatin_organization,True
2393,Dpf3,Dpf3,Chromatin_organization,True
2394,Dppa3,Dppa3,Chromatin_organization,True
2395,Dpy30,Dpy30,Chromatin_organization,True
2397,Dtx3l,Dtx3l,Chromatin_organization,True
2398,Dyrk1a,Dyrk1a,Chromatin_organization,True
2402,Eif1,Eif1,Chromatin_organization,True
2403,Emsy,Emsy,Chromatin_organization,True
2406,Epc1,Epc1,Chromatin_organization,True
2407,Epc2,Epc2,Chromatin_organization,True
2410,Exosc10,Exosc10,Chromatin_organization,True
2411,Eya1,Eya1,Chromatin_organization,True
2412,Eya2,Eya2,Chromatin_organization,True
2414,Eya4,Eya4,Chromatin_organization,True
2417,Fam47c,Fam47c,Chromatin_organization,True
2418,Fam47e,Fam47e,Chromatin_organization,True
2419,Fam50a,Fam50a,Chromatin_organization,True
2420,Fam50b,Fam50b,Chromatin_organization,True
2421,Fam172a,Fam172a,Chromatin_organization,True
2422,Flicr,Flicr,Chromatin_organization,True
2423,Fshr,Fshr,Chromatin_organization,True
2424,Ftx,Ftx,Chromatin_organization,True
2425,Gatad1,Gatad1,Chromatin_organization,True
2426,Gatad2a,Gatad2a,Chromatin_organization,True
2427,Gatad2b,Gatad2b,Chromatin_organization,True
2428,Glmn,Glmn,Chromatin_organization,True
2430,Gnas,Gnas,Chromatin_organization,True
2431,Gnasas1,Gnasas1,Chromatin_organization,True
2432,Gpx1,Gpx1,Chromatin_organization,True
2433,Gpx4,Gpx4,Chromatin_organization,True
2435,Gsk3a,Gsk3a,Chromatin_organization,True
2436,Gsk3b,Gsk3b,Chromatin_organization,True
2444,H1f7,H1f7,Chromatin_organization,True
2447,H2ac1,H2ac1,Chromatin_organization,True
2448,H2ac25,H2ac25,Chromatin_organization,True
2449,H2al2a,H2al2a,Chromatin_organization,True
2450,H2bc1,H2bc1,Chromatin_organization,True
2451,H2bc3,H2bc3,Chromatin_organization,True
2452,H2bc4,H2bc4,Chromatin_organization,True
2453,H2bc7,H2bc7,Chromatin_organization,True
2454,H2bc9,H2bc9,Chromatin_organization,True
2455,H2bc12,H2bc12,Chromatin_organization,True
2456,H2bc14,H2bc14,Chromatin_organization,True
2457,H2bc18,H2bc18,Chromatin_organization,True
2458,H2bc21,H2bc21,Chromatin_organization,True
2459,H2bc22,H2bc22,Chromatin_organization,True
2460,H2bc27,H2bc27,Chromatin_organization,True
2461,H2bl1,H2bl1,Chromatin_organization,True
2462,H2bw2,H2bw2,Chromatin_organization,True
2463,H3c2,H3c2,Chromatin_organization,True
2464,H3c3,H3c3,Chromatin_organization,True
2465,H3c4,H3c4,Chromatin_organization,True
2466,H3c6,H3c6,Chromatin_organization,True
2467,H3c7,H3c7,Chromatin_organization,True
2468,H3c13,H3c13,Chromatin_organization,True
2470,H3c15,H3c15,Chromatin_organization,True
2473,H3f3c,H3f3c,Chromatin_organization,True
2474,H4c14,H4c14,Chromatin_organization,True
2475,H19,H19,Chromatin_organization,True
2476,Haspin,Haspin,Chromatin_organization,True
2479,Hcfc2,Hcfc2,Chromatin_organization,True
2492,Hjurp,Hjurp,Chromatin_organization,True
2493,Hltf,Hltf,Chromatin_organization,True
2494,Hmg20a,Hmg20a,Chromatin_organization,True
2495,Hmg20b,Hmg20b,Chromatin_organization,True
2503,Hotair,Hotair,Chromatin_organization,True
2505,Hymai,Hymai,Chromatin_organization,True
2506,Ifi203,Ifi203,Chromatin_organization,True
2507,Ifi205,Ifi205,Chromatin_organization,True
2508,Ifi208,Ifi208,Chromatin_organization,True
2509,Ifi209,Ifi209,Chromatin_organization,True
2510,Ifi211,Ifi211,Chromatin_organization,True
2511,Ifi213,Ifi213,Chromatin_organization,True
2512,Ifi214,Ifi214,Chromatin_organization,True
2514,Ing3,Ing3,Chromatin_organization,True
2515,Ing4,Ing4,Chromatin_organization,True
2517,Ino80,Ino80,Chromatin_organization,True
2518,Ino80b,Ino80b,Chromatin_organization,True
2519,Ino80c,Ino80c,Chromatin_organization,True
2520,Ino80d,Ino80d,Chromatin_organization,True
2521,Ino80e,Ino80e,Chromatin_organization,True
2522,Itgb3bp,Itgb3bp,Chromatin_organization,True
2523,Jak2,Jak2,Chromatin_organization,True
2527,Jpx,Jpx,Chromatin_organization,True
2528,Kansl1,Kansl1,Chromatin_organization,True
2529,Kansl2,Kansl2,Chromatin_organization,True
2530,Kansl3,Kansl3,Chromatin_organization,True
2538,Kcnq1,Kcnq1,Chromatin_organization,True
2561,Kmt2e,Kmt2e,Chromatin_organization,True
2569,Lamc1,Lamc1,Chromatin_organization,True
2570,Lin54,Lin54,Chromatin_organization,True
2571,Lmna,Lmna,Chromatin_organization,True
2572,Lmnb1,Lmnb1,Chromatin_organization,True
2573,Lmnb2,Lmnb2,Chromatin_organization,True
2574,Lmntd2,Lmntd2,Chromatin_organization,True
2575,Loxl2,Loxl2,Chromatin_organization,True
2576,Lrif1,Lrif1,Chromatin_organization,True
2578,Lsm11,Lsm11,Chromatin_organization,True
2579,M1ap,M1ap,Chromatin_organization,True
2585,Mcm2,Mcm2,Chromatin_organization,True
2587,Mcrs1,Mcrs1,Chromatin_organization,True
2588,Meaf6,Meaf6,Chromatin_organization,True
2589,Meg3,Meg3,Chromatin_organization,True
2590,Mettl3,Mettl3,Chromatin_organization,True
2591,Mettl4,Mettl4,Chromatin_organization,True
2594,Mhrt,Mhrt,Chromatin_organization,True
2596,Mir127,Mir127,Chromatin_organization,True
2597,Mir136,Mir136,Chromatin_organization,True
2598,Mir744,Mir744,Chromatin_organization,True
2599,Mis18a,Mis18a,Chromatin_organization,True
2600,Mki67,Mki67,Chromatin_organization,True
2601,Mllt1,Mllt1,Chromatin_organization,True
2603,Mms22l,Mms22l,Chromatin_organization,True
2604,Mndal,Mndal,Chromatin_organization,True
2609,Morf4l2,Morf4l2,Chromatin_organization,True
2610,Mos,Mos,Chromatin_organization,True
2612,Mpnd,Mpnd,Chromatin_organization,True
2613,Mrgbp,Mrgbp,Chromatin_organization,True
2615,Msl2,Msl2,Chromatin_organization,True
2620,Mthfr,Mthfr,Chromatin_organization,True
2621,Mybbp1a,Mybbp1a,Chromatin_organization,True
2622,Myo1c,Myo1c,Chromatin_organization,True
2623,Mysm1,Mysm1,Chromatin_organization,True
2631,Nasp,Nasp,Chromatin_organization,True
2633,Nfrkb,Nfrkb,Chromatin_organization,True
2642,Nudt5,Nudt5,Chromatin_organization,True
2644,Oip5,Oip5,Chromatin_organization,True
2645,Pabpc1l,Pabpc1l,Chromatin_organization,True
2646,Padi2,Padi2,Chromatin_organization,True
2647,Padi4,Padi4,Chromatin_organization,True
2648,Pak1,Pak1,Chromatin_organization,True
2649,Parp10,Parp10,Chromatin_organization,True
2651,Pcgf3,Pcgf3,Chromatin_organization,True
2652,Pcgf5,Pcgf5,Chromatin_organization,True
2656,Phf10,Phf10,Chromatin_organization,True
2659,Phf20,Phf20,Chromatin_organization,True
2661,Pih1d1,Pih1d1,Chromatin_organization,True
2662,Pik3ca,Pik3ca,Chromatin_organization,True
2663,Piwil1,Piwil1,Chromatin_organization,True
2666,Pphln1,Pphln1,Chromatin_organization,True
2667,Ppm1d,Ppm1d,Chromatin_organization,True
2674,Prm1,Prm1,Chromatin_organization,True
2678,Psme4,Psme4,Chromatin_organization,True
2679,Ptma,Ptma,Chromatin_organization,True
2682,Rag1,Rag1,Chromatin_organization,True
2684,Rb1,Rb1,Chromatin_organization,True
2685,Rbbp4,Rbbp4,Chromatin_organization,True
2687,Rbbp7,Rbbp7,Chromatin_organization,True
2690,Rbm15,Rbm15,Chromatin_organization,True
2691,Rbm15b,Rbm15b,Chromatin_organization,True
2692,Rcbtb1,Rcbtb1,Chromatin_organization,True
2693,Rccd1,Rccd1,Chromatin_organization,True
2696,Resf1,Resf1,Chromatin_organization,True
2697,Rif1,Rif1,Chromatin_organization,True
2699,Riox1,Riox1,Chromatin_organization,True
2700,Rlim,Rlim,Chromatin_organization,True
2703,Rnf40,Rnf40,Chromatin_organization,True
2705,Rrp8,Rrp8,Chromatin_organization,True
2706,Rsbn1,Rsbn1,Chromatin_organization,True
2708,Ruvbl1,Ruvbl1,Chromatin_organization,True
2711,Sart3,Sart3,Chromatin_organization,True
2713,Selenof,Selenof,Chromatin_organization,True
2725,Sgf29,Sgf29,Chromatin_organization,True
2726,Shprh,Shprh,Chromatin_organization,True
2736,Smarcb1,Smarcb1,Chromatin_organization,True
2740,Smarcd2,Smarcd2,Chromatin_organization,True
2742,Smarce1,Smarce1,Chromatin_organization,True
2743,Smchd1,Smchd1,Chromatin_organization,True
2748,Sphk2,Sphk2,Chromatin_organization,True
2749,Spin1,Spin1,Chromatin_organization,True
2750,Spty2d1,Spty2d1,Chromatin_organization,True
2751,Srpk2,Srpk2,Chromatin_organization,True
2752,Ss18,Ss18,Chromatin_organization,True
2756,Supt4a,Supt4a,Chromatin_organization,True
2757,Supt4b,Supt4b,Chromatin_organization,True
2763,Sycp1,Sycp1,Chromatin_organization,True
2764,Sycp3,Sycp3,Chromatin_organization,True
2768,Tbl1xr1,Tbl1xr1,Chromatin_organization,True
2769,Tdg,Tdg,Chromatin_organization,True
2771,Tet1,Tet1,Chromatin_organization,True
2772,Tet2,Tet2,Chromatin_organization,True
2773,Tet3,Tet3,Chromatin_organization,True
2774,Tex15,Tex15,Chromatin_organization,True
2775,Tfpt,Tfpt,Chromatin_organization,True
2776,Tlk1,Tlk1,Chromatin_organization,True
2777,Tlk2,Tlk2,Chromatin_organization,True
2778,Tnp1,Tnp1,Chromatin_organization,True
2779,Tnp2,Tnp2,Chromatin_organization,True
2780,Tonsl,Tonsl,Chromatin_organization,True
2784,Trim27,Trim27,Chromatin_organization,True
2786,Trrap,Trrap,Chromatin_organization,True
2787,Tsix,Tsix,Chromatin_organization,True
2792,Tssk6,Tssk6,Chromatin_organization,True
2795,Tti1,Tti1,Chromatin_organization,True
2796,Ubn1,Ubn1,Chromatin_organization,True
2797,Ubn2,Ubn2,Chromatin_organization,True
2798,Ubr2,Ubr2,Chromatin_organization,True
2800,Uchl5,Uchl5,Chromatin_organization,True
2801,Uhrf1,Uhrf1,Chromatin_organization,True
2802,Uimc1,Uimc1,Chromatin_organization,True
2804,Usp16,Usp16,Chromatin_organization,True
2805,Usp21,Usp21,Chromatin_organization,True
2806,Usp22,Usp22,Chromatin_organization,True
2807,Usp49,Usp49,Chromatin_organization,True
2808,Utp3,Utp3,Chromatin_organization,True
2810,Vps72,Vps72,Chromatin_organization,True
2814,Wdr5,Wdr5,Chromatin_organization,True
2815,Xist,Xist,Chromatin_organization,True
2816,Yeats2,Yeats2,Chromatin_organization,True
2817,Yeats4,Yeats4,Chromatin_organization,True
2818,Ythdc1,Ythdc1,Chromatin_organization,True
2819,Zdbf2,Zdbf2,Chromatin_organization,True
2820,Zfp42,Zfp42,Chromatin_organization,True
2821,Zfp335,Zfp335,Chromatin_organization,True
2824,Cenpa,Cenpa,Chromatin_component,True
2833,H2ac10,H2ac10,Chromatin_component,True
2834,H2ac12,H2ac12,Chromatin_component,True
2835,H2ac15,H2ac15,Chromatin_component,True
2836,H2ac20,H2ac20,Chromatin_component,True
2837,H2ac21,H2ac21,Chromatin_component,True
2839,H2aj,H2aj,Chromatin_component,True
2840,H2al1a,H2al1a,Chromatin_component,True
2841,H2al1c,H2al1c,Chromatin_component,True
2842,H2al1d,H2al1d,Chromatin_component,True
2843,H2al1f,H2al1f,Chromatin_component,True
2844,H2al1g,H2al1g,Chromatin_component,True
2845,H2al1h,H2al1h,Chromatin_component,True
2846,H2al1i,H2al1i,Chromatin_component,True
2848,H2ap,H2ap,Chromatin_component,True
2849,H2ax,H2ax,Chromatin_component,True
2851,H2az2,H2az2,Chromatin_component,True
2863,H4c1,H4c1,Chromatin_component,True
2864,H4c2,H4c2,Chromatin_component,True
2865,H4c3,H4c3,Chromatin_component,True
2866,H4c4,H4c4,Chromatin_component,True
2867,H4c6,H4c6,Chromatin_component,True
2868,H4c8,H4c8,Chromatin_component,True
2869,H4c9,H4c9,Chromatin_component,True
2870,H4c11,H4c11,Chromatin_component,True
2871,H4c12,H4c12,Chromatin_component,True
2873,H4c16,H4c16,Chromatin_component,True
2874,H4c17,H4c17,Chromatin_component,True
2875,H4c18,H4c18,Chromatin_component,True
2881,Actn1,Actn1,Transcription_regulator,True
2882,Actn2,Actn2,Transcription_regulator,True
2885,Aff1,Aff1,Transcription_regulator,True
2886,Ahdc1,Ahdc1,Transcription_regulator,True
2887,Ahrr,Ahrr,Transcription_regulator,True
2888,Aip,Aip,Transcription_regulator,True
2890,Akirin1,Akirin1,Transcription_regulator,True
2891,Akirin2,Akirin2,Transcription_regulator,True
2892,Ankrd1,Ankrd1,Transcription_regulator,True
2896,Arid5b,Arid5b,Transcription_regulator,True
2897,Arl2bp,Arl2bp,Transcription_regulator,True
2898,Arrb1,Arrb1,Transcription_regulator,True
2899,Asah1,Asah1,Transcription_regulator,True
2900,Ascc1,Ascc1,Transcription_regulator,True
2904,Atn1,Atn1,Transcription_regulator,True
2906,Basp1,Basp1,Transcription_regulator,True
2907,Bcl3,Bcl3,Transcription_regulator,True
2908,Bcl9,Bcl9,Transcription_regulator,True
2909,Bcl9l,Bcl9l,Transcription_regulator,True
2910,Bcl10,Bcl10,Transcription_regulator,True
2916,Birc2,Birc2,Transcription_regulator,True
2921,Btaf1,Btaf1,Transcription_regulator,True
2922,Btg2,Btg2,Transcription_regulator,True
2923,Bud31,Bud31,Transcription_regulator,True
2924,C1d,C1d,Transcription_regulator,True
2925,C1qbp,C1qbp,Transcription_regulator,True
2927,Camta1,Camta1,Transcription_regulator,True
2930,Casp8ap2,Casp8ap2,Transcription_regulator,True
2931,Cbfa2t2,Cbfa2t2,Transcription_regulator,True
2933,Cbfb,Cbfb,Transcription_regulator,True
2934,Ccar1,Ccar1,Transcription_regulator,True
2935,Ccar2,Ccar2,Transcription_regulator,True
2936,Ccdc62,Ccdc62,Transcription_regulator,True
2937,Ccdc124,Ccdc124,Transcription_regulator,True
2938,Ccnd1,Ccnd1,Transcription_regulator,True
2939,Cdca4,Cdca4,Transcription_regulator,True
2941,Cdyl2,Cdyl2,Transcription_regulator,True
2942,Cebpz,Cebpz,Transcription_regulator,True
2943,Cenpj,Cenpj,Transcription_regulator,True
2944,Cir1,Cir1,Transcription_regulator,True
2947,Cited4,Cited4,Transcription_regulator,True
2948,Cmtm2a,Cmtm2a,Transcription_regulator,True
2949,Cnot6,Cnot6,Transcription_regulator,True
2950,Cnot7,Cnot7,Transcription_regulator,True
2951,Cnot9,Cnot9,Transcription_regulator,True
2952,Cops2,Cops2,Transcription_regulator,True
2953,Cops5,Cops5,Transcription_regulator,True
2955,Crym,Crym,Transcription_regulator,True
2956,Csprs,Csprs,Transcription_regulator,True
2962,Dcaf6,Dcaf6,Transcription_regulator,True
2963,Dcc,Dcc,Transcription_regulator,True
2967,Ddx54,Ddx54,Transcription_regulator,True
2968,Dhrs7b,Dhrs7b,Transcription_regulator,True
2971,Dmrtc1a,Dmrtc1a,Transcription_regulator,True
2972,Dmrtc1b,Dmrtc1b,Transcription_regulator,True
2973,Dmrtc1c1,Dmrtc1c1,Transcription_regulator,True
2974,Dmtf1l,Dmtf1l,Transcription_regulator,True
2975,Dnajb1,Dnajb1,Transcription_regulator,True
2981,Drap1,Drap1,Transcription_regulator,True
2982,Drgx,Drgx,Transcription_regulator,True
2984,Dyrk1b,Dyrk1b,Transcription_regulator,True
2985,Eaf1,Eaf1,Transcription_regulator,True
2986,Eaf2,Eaf2,Transcription_regulator,True
2988,Edf1,Edf1,Transcription_regulator,True
2989,Eid1,Eid1,Transcription_regulator,True
2990,Eid2,Eid2,Transcription_regulator,True
2991,Eid2b,Eid2b,Transcription_regulator,True
2992,Elane,Elane,Transcription_regulator,True
2995,Ewsr1,Ewsr1,Transcription_regulator,True
2999,Fgf2,Fgf2,Transcription_regulator,True
3000,Fhl2,Fhl2,Transcription_regulator,True
3001,Fhl3,Fhl3,Transcription_regulator,True
3002,Fhl5,Fhl5,Transcription_regulator,True
3005,Gmnn,Gmnn,Transcription_regulator,True
3006,Gon4l,Gon4l,Transcription_regulator,True
3007,Gps2,Gps2,Transcription_regulator,True
3008,Hbp1,Hbp1,Transcription_regulator,True
3017,Hdgfl1,Hdgfl1,Transcription_regulator,True
3020,Helz2,Helz2,Transcription_regulator,True
3021,Hipk1,Hipk1,Transcription_regulator,True
3022,Hipk2,Hipk2,Transcription_regulator,True
3023,Hipk3,Hipk3,Transcription_regulator,True
