,heart_10x_20_heart_parse_20_Topic_1,heart_10x_20_heart_parse_20_Topic_2,heart_10x_20_heart_parse_20_Topic_3,heart_10x_20_heart_parse_20_Topic_4,heart_10x_20_heart_parse_20_Topic_5,heart_10x_20_heart_parse_20_Topic_6,heart_10x_20_heart_parse_20_Topic_7,heart_10x_20_heart_parse_20_Topic_8,heart_10x_20_heart_parse_20_Topic_9,heart_10x_20_heart_parse_20_Topic_10,heart_10x_20_heart_parse_20_Topic_11,heart_10x_20_heart_parse_20_Topic_12,heart_10x_20_heart_parse_20_Topic_13,heart_10x_20_heart_parse_20_Topic_14,heart_10x_20_heart_parse_20_Topic_15,heart_10x_20_heart_parse_20_Topic_16,heart_10x_20_heart_parse_20_Topic_17,heart_10x_20_heart_parse_20_Topic_18,heart_10x_20_heart_parse_20_Topic_19,heart_10x_20_heart_parse_20_Topic_20,heart_10x_20_heart_parse_20_Topic_21
Cbfa2t3,0.047619047619047616,50.62319988868647,0.047619047619047616,1596.2027378370237,0.047619047619047616,168.96793868046578,235.82003506376338,0.047619047619047616,0.047619047619047616,867.1061793898451,639.3223865273505,0.047619047619047616,0.047619047619047616,1642.4646327971288,0.047619047619047616,0.047619047619047616,0.047619047619047616,820.5177783003697,0.047619047619047616,0.047619047619047616,0.047619047619047616
Cbx1,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,77.17249770628244,341.44927716871894,819.6242831744979,0.047619047619047616,0.047619047619047616,788.423458156301,217.0928145390294,284.2758361657903,388.5317584019273,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,407.9848861694336,0.047619047619047616
Cbx2,6.937315488883034,0.047619047619047616,10.129238324689885,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Cbx3,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,789.0040662399444,86.23035768489903,720.485358115583,0.047619047619047616,0.047619047619047616,0.047619047619047616,656.1902123731168,188.8708874979196,0.047619047619047616,501.34488734656145,0.047619047619047616,0.047619047619047616,0.047619047619047616,117.74690253733459,0.047619047619047616,356.6898865699768,0.047619047619047616
Cbx4,0.047619047619047616,12.973480717920058,0.047619047619047616,0.047619047619047616,0.047619047619047616,62.65835773672058,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Cbx5,0.047619047619047616,11.89197369841496,0.047619047619047616,0.047619047619047616,1185.7136980531584,83.15132027458195,519.742006914111,1005.0262119664555,0.047619047619047616,366.4256852088573,761.1909582603037,698.7550540855544,411.82677749738303,539.7489042547605,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,141.07854121679165,809.6715316772461,298.9582166449968
Cbx7,28.130964238639372,51.738880572199534,56.40984024862515,0.047619047619047616,0.047619047619047616,66.8714454762315,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,44.25466086794622,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Cbx8,18.552864260261604,17.845422683537684,13.008757894596197,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Ccnt1,0.047619047619047616,14.487132884634587,0.047619047619047616,893.6976360191122,846.9472544463141,119.57958760399987,225.7630096317715,1466.2735883324547,330.361878608345,0.047619047619047616,1055.19689364457,0.047619047619047616,457.8212262898275,528.6724045465863,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,219.31235520044962,137.34144255172376
Ccnt2,0.047619047619047616,0.047619047619047616,0.047619047619047616,1553.157205513359,1660.5342123024445,116.88554638037532,0.047619047619047616,1960.8265403139908,703.575016308559,452.91398366267714,1429.6077661317083,0.047619047619047616,537.0705564838566,955.5781146622603,5553.597516459803,3314.248351372613,0.047619047619047616,211.41638631023693,0.047619047619047616,235.07196279366812,178.49886126850927
Cdc6,0.047619047619047616,0.047619047619047616,5.344606867835125,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,118.79467827750894,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Cdc45,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,159.5430394727848,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,163.06317813981636,0.047619047619047616
Cdk1,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,287.5435083847783,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,204.16425771972476,0.047619047619047616
Cdt1,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Cenpb,0.047619047619047616,24.69879305886419,9.838354399415271,0.047619047619047616,0.047619047619047616,57.402601422595346,286.2204661372611,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Cenps,9.674333179873399,22.49104523479745,10.680427336865323,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Cgas,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,162.86809698484527,0.047619047619047616
Chd1,0.047619047619047616,13.648576815709374,0.047619047619047616,1553.158511241259,995.2375098959844,128.35025120608685,150.73016055679622,1207.1826788303072,472.5594068323807,379.3278073079987,1329.6488885072927,103.99311365517313,344.89888132435004,668.1981213357714,0.047619047619047616,0.047619047619047616,79.99821841884405,153.938754416212,0.047619047619047616,355.4269797007243,137.64908936966296
Chd1l,0.047619047619047616,16.437405125697616,6.669320640297944,0.047619047619047616,0.047619047619047616,55.74057861820861,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,88.96727265031663,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,24.883579899417235,0.047619047619047616,0.047619047619047616,183.94420700729825,106.43344886514336
Chd2,0.047619047619047616,19.62522115370912,0.047619047619047616,2413.7336605099867,3896.1404854910716,139.36752365048477,233.65067851643602,2433.2859629403174,1720.1837137926807,1022.7661539244762,1586.3926075038626,197.04549953368252,1155.8785371649756,1465.4183821905226,11420.497527091733,7642.450621202257,170.5323831143789,333.3113962294477,251.88882176602473,401.23681978384656,555.2059248103652
Chd3,0.047619047619047616,12.025080092009398,0.047619047619047616,0.047619047619047616,0.047619047619047616,90.7234913694313,205.7629960588798,0.047619047619047616,0.047619047619047616,0.047619047619047616,638.2409170824496,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,90.84708989630454,0.047619047619047616,53.9257163498856,255.43651541074118,181.59092228911643
Chd4,0.047619047619047616,21.961601273821934,0.047619047619047616,1391.312346409707,1515.4456733760976,130.99000211024847,1257.72279316237,1855.406896540549,610.2722058834524,503.80579126003084,1117.963529292624,243.7902988689076,987.8168516812259,1048.4930043901716,3819.213384812878,2534.6534125434027,38.58134988583625,453.9429371194406,128.99556398574936,469.9353222846985,406.78651454836825
Chd5,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Chd6,0.047619047619047616,24.64794572193611,0.047619047619047616,2757.551762211932,3138.761760998489,121.79358654469252,375.19141783433804,2537.0170905864343,983.6293708731731,1171.6791132210587,1624.7959251593595,231.67863195886957,1055.4250712460034,2150.8170454237197,11383.755197832661,7682.829706488716,75.47317849709653,824.2936925310078,217.03526534066825,446.63699499766034,579.9728201932685
Chd7,0.047619047619047616,13.625836271405607,0.047619047619047616,2676.4248656669674,0.047619047619047616,80.19509908774002,162.9682025938381,1974.3823138886848,880.8934372740521,566.059405207428,736.7899009457868,0.047619047619047616,653.0823882703912,0.047619047619047616,5652.283693375126,3654.3666612413194,40.50306279030629,0.047619047619047616,0.047619047619047616,219.77900434533754,0.047619047619047616
Chd8,0.047619047619047616,14.126568384226653,0.047619047619047616,1255.3321674554236,1379.100225204812,107.07180250817396,210.3686318619787,1419.9819781548154,596.211680206982,481.0725724622779,1232.657202383772,129.18911474231564,490.454663524889,638.797398703439,0.047619047619047616,0.047619047619047616,18.9870840031188,174.06150176308373,87.22815695606539,346.50640352567035,274.6466741340105
