,hippocampus_10x_20_hippocampus_parse_20_Topic_1,hippocampus_10x_20_hippocampus_parse_20_Topic_2,hippocampus_10x_20_hippocampus_parse_20_Topic_3,hippocampus_10x_20_hippocampus_parse_20_Topic_4,hippocampus_10x_20_hippocampus_parse_20_Topic_5,hippocampus_10x_20_hippocampus_parse_20_Topic_6,hippocampus_10x_20_hippocampus_parse_20_Topic_7,hippocampus_10x_20_hippocampus_parse_20_Topic_8,hippocampus_10x_20_hippocampus_parse_20_Topic_9,hippocampus_10x_20_hippocampus_parse_20_Topic_10,hippocampus_10x_20_hippocampus_parse_20_Topic_11,hippocampus_10x_20_hippocampus_parse_20_Topic_12,hippocampus_10x_20_hippocampus_parse_20_Topic_13,hippocampus_10x_20_hippocampus_parse_20_Topic_14,hippocampus_10x_20_hippocampus_parse_20_Topic_15,hippocampus_10x_20_hippocampus_parse_20_Topic_16,hippocampus_10x_20_hippocampus_parse_20_Topic_17,hippocampus_10x_20_hippocampus_parse_20_Topic_18,hippocampus_10x_20_hippocampus_parse_20_Topic_19
Brd4,26.64581842405989,0.05263157894736842,1746.538652065344,943.7425469122827,482.46439131855095,2382.313818163445,900.2399269879432,656.6314886638096,374.64051297718487,847.7801961499591,418.1618981606751,729.5821569597399,2570.5740104973647,87.62706405858015,0.05263157894736842,119.10882491614946,128.9344118105353,1445.3472460445605,425.80494079304236
Brip1,0.05263157894736842,29.83044595552969,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,233.85851590071786,0.05263157894736842,0.05263157894736842
Cabin1,0.05263157894736842,0.05263157894736842,1606.9598139712684,0.05263157894736842,386.5741707768264,1225.1294108841148,0.05263157894736842,0.05263157894736842,0.05263157894736842,384.73863412931905,0.05263157894736842,0.05263157894736842,1578.0946346687872,73.63435476027246,0.05263157894736842,40.42052240228212,0.05263157894736842,1027.1534586454693,0.05263157894736842
Calcoco1,19.41515290097236,0.05263157894736842,764.5985450664372,0.05263157894736842,240.69944354992387,0.05263157894736842,0.05263157894736842,300.9763368892517,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,75.39052163156462,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842
Camta2,20.636305666018796,0.05263157894736842,1443.0861250224866,0.05263157894736842,270.6269895546954,1264.297376461733,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,1476.650974555222,64.57973825625707,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842
Cbfa2t3,0.05263157894736842,0.05263157894736842,726.2588255138512,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,209.49992727849107,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842
Cbx1,24.72976654324762,0.05263157894736842,780.404650711229,0.05263157894736842,386.7384882886507,0.05263157894736842,0.05263157894736842,448.35520021645686,0.05263157894736842,0.05263157894736842,0.05263157894736842,256.0520952956499,0.05263157894736842,81.68520511792582,0.05263157894736842,51.97844436654338,117.37744247716553,0.05263157894736842,0.05263157894736842
Cbx2,0.05263157894736842,10.527362326777661,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842
Cbx3,41.81225084460855,10.298175423596282,940.7577095805684,0.05263157894736842,488.2594469790313,0.05263157894736842,305.3228265036497,548.4625468701124,226.9809889982539,0.05263157894736842,186.7882002121647,0.05263157894736842,0.05263157894736842,127.06167387532324,0.05263157894736842,50.53918640032686,187.72236416520516,0.05263157894736842,0.05263157894736842
Cbx4,24.339820806807193,7.3836359728809535,0.05263157894736842,0.05263157894736842,170.01451486289284,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,11.919283052064376,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842
Cbx5,31.184091899408042,0.05263157894736842,1138.4778378584667,1043.8729226649705,492.92462062062083,1188.0087275454623,0.05263157894736842,490.7182610484306,412.4489997558465,380.3504896915236,201.416315213704,0.05263157894736842,0.05263157894736842,101.98649603024953,0.05263157894736842,124.93793887717442,367.10729972698357,0.05263157894736842,0.05263157894736842
Cbx7,57.05477676653006,61.75243032122876,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,79.10102346932723,23.34047686637775,146.05051247240905,0.05263157894736842,0.05263157894736842,0.05263157894736842
Cbx8,0.05263157894736842,17.07843759448443,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842
Ccnt1,26.96875426879293,0.05263157894736842,1088.4592180884983,0.05263157894736842,411.16719864027397,0.05263157894736842,341.72045441996306,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,271.69948262966966,0.05263157894736842,76.71772385535785,0.05263157894736842,53.972468850651275,50.938031092918706,0.05263157894736842,0.05263157894736842
Ccnt2,27.95848131701894,0.05263157894736842,1620.6813900060822,608.2466530112669,506.22644914501774,2296.565953205894,680.3631486691439,461.62694839872086,441.3188973483206,519.3177158097889,165.19233930660948,536.3525902699378,2275.024960565833,108.43506751292281,0.05263157894736842,108.06948607721952,90.13981864650576,1134.802237033844,312.03197541308
Cdc6,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,43.75231098780795,0.05263157894736842,0.05263157894736842
Cdc45,0.05263157894736842,7.252507534470972,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,40.83036125563788,0.05263157894736842,0.05263157894736842
Cdk1,0.05263157894736842,5.898490294142174,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,124.473932885477,0.05263157894736842,0.05263157894736842
Cdt1,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842
Cenpb,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842
Cenps,0.05263157894736842,7.798294069942097,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842
Cgas,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842
Chd1,28.238552111960097,0.05263157894736842,1274.0975545625806,0.05263157894736842,438.01935203494435,0.05263157894736842,315.89070134835663,0.05263157894736842,256.44847995774313,0.05263157894736842,219.10791220822182,422.9950582478497,0.05263157894736842,88.37997245659798,0.05263157894736842,53.823970210635,96.75281037530809,0.05263157894736842,0.05263157894736842
Chd1l,19.371331869640418,0.05263157894736842,570.3182421151876,0.05263157894736842,173.22093298297077,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,40.56828098670351,0.05263157894736842,0.05263157894736842
Chd2,36.70843843840189,0.05263157894736842,1599.3212544491416,1618.1175652438153,460.03381808482817,2505.179527045224,897.7044568789207,815.5594539030322,414.40894702273334,1357.832070106684,492.7795102755827,1216.7857162887985,3952.219882432309,95.48726376192069,0.05263157894736842,195.48898975050975,126.49193898641136,2587.7574784128287,521.6436941768184
Chd3,22.01816570501403,0.05263157894736842,1944.8813621654845,0.05263157894736842,453.83651100196977,2256.0438659014867,0.05263157894736842,747.6173981744297,559.5405738970264,0.05263157894736842,161.95331569072542,0.05263157894736842,2133.07462144564,78.95244083167226,0.05263157894736842,66.22361521733303,70.15539682062588,0.05263157894736842,317.5938005022366
Chd4,29.787500039794438,0.05263157894736842,1550.9815896552905,1452.9593359098262,545.2433299043753,2695.319335759382,768.5696791384084,913.3807449851718,461.02034024704585,668.2993058581685,318.2110017542557,435.55634552723654,2461.1423505005223,88.17687916350954,0.05263157894736842,136.05370914322083,108.49337389000323,1673.323496366802,0.05263157894736842
Chd5,0.05263157894736842,0.05263157894736842,1365.356596756818,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,394.3497220332668,0.05263157894736842,808.572234713962,0.05263157894736842,0.05263157894736842,1499.3484949719307,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,396.6041291155147
Chd6,34.396795422074426,0.05263157894736842,1585.03776544939,1635.2677885689607,493.35092025255636,2237.3501111338574,1492.0241196842517,1771.3633587019783,1117.3828824704683,2030.072327085983,468.1992921457865,752.3951493443669,4226.832357481206,96.06303006042668,0.05263157894736842,197.9603554136982,134.9451714420937,2926.177617324026,862.4704112862096
Chd7,41.600771732438005,6.667794876670174,0.05263157894736842,1474.797474006204,235.76278979537912,0.05263157894736842,2109.4744372499035,421.81569874667497,2428.2029163744132,0.05263157894736842,366.4106536814602,1212.5510010394696,0.05263157894736842,56.29101304640925,0.05263157894736842,395.77046259199443,650.811604532958,0.05263157894736842,0.05263157894736842
Chd8,24.397396997306178,0.05263157894736842,1641.6418840374863,544.3385818773445,462.33037034907534,1513.4014324410184,503.02038863007675,583.6481766008073,277.1178241872144,608.1464949932556,153.76130427757562,486.3113998077206,2196.0519620586374,85.8947820511911,0.05263157894736842,51.501457813023414,83.09197683927586,1225.4096818221242,255.27844779097447
Cited1,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842
Cited2,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,124.21527425996545,0.05263157894736842,0.05263157894736842,0.05263157894736842
Cks2,0.05263157894736842,7.605803080693638,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,205.73401362266182,0.05263157894736842,0.05263157894736842
