,cortex_10x_20_cortex_parse_20_Topic_1,cortex_10x_20_cortex_parse_20_Topic_2,cortex_10x_20_cortex_parse_20_Topic_3,cortex_10x_20_cortex_parse_20_Topic_4,cortex_10x_20_cortex_parse_20_Topic_5,cortex_10x_20_cortex_parse_20_Topic_6,cortex_10x_20_cortex_parse_20_Topic_7,cortex_10x_20_cortex_parse_20_Topic_8,cortex_10x_20_cortex_parse_20_Topic_9,cortex_10x_20_cortex_parse_20_Topic_10,cortex_10x_20_cortex_parse_20_Topic_11,cortex_10x_20_cortex_parse_20_Topic_12,cortex_10x_20_cortex_parse_20_Topic_13,cortex_10x_20_cortex_parse_20_Topic_14,cortex_10x_20_cortex_parse_20_Topic_15,cortex_10x_20_cortex_parse_20_Topic_16,cortex_10x_20_cortex_parse_20_Topic_17,cortex_10x_20_cortex_parse_20_Topic_18,cortex_10x_20_cortex_parse_20_Topic_19,cortex_10x_20_cortex_parse_20_Topic_20,cortex_10x_20_cortex_parse_20_Topic_21
Ankrd17,5314.013543252384,0.047619047619047616,604.7527095108296,91.10509135558925,2122.7811496875906,14198.652526285046,891.5918162143515,3804.421739166858,1152.6294890594481,1446.2914254264856,0.047619047619047616,2329.5851563578067,488.07111947741686,4008.8572198776974,2049.6009154614108,0.047619047619047616,447.30325344461534,2083.8947868633986,3536.3803298825123,1409.1966499660325,26.62163479049124
Apbb1,1859.5189135158764,0.047619047619047616,186.003238890681,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,558.9994088649021,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Apex1,0.047619047619047616,31.73374441969594,0.047619047619047616,35.16235211048689,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,13.881522021521599,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,25.196501144518454
App,6778.06223117604,16.58173675976314,723.8715585523823,144.61628871783614,0.047619047619047616,17286.484724098278,2377.6792239768833,4795.500816195618,850.015315544568,0.047619047619047616,0.047619047619047616,6276.839342366095,424.24712432607225,4815.97443770227,2274.5944774768973,0.047619047619047616,761.6520643960822,741.3823988269035,6135.175593391794,2118.9539679928102,28.83798978258582
Aptx,0.047619047619047616,15.608207789836985,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,15.874746646512957,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Arid1a,2620.699912665872,0.047619047619047616,441.38580907339866,69.22783266889552,1069.722295831751,0.047619047619047616,431.0756499884175,785.6531677994074,429.17054648365826,933.9924914517967,0.047619047619047616,927.9673998290875,142.1167422192095,704.3509777663497,1288.671792583701,0.047619047619047616,226.4658542107101,1389.6293258093353,0.047619047619047616,498.05113187043565,52.249659850901246
Arid1b,4955.004122655532,18.77739743995154,587.7091304026673,105.45397079153746,2510.8265446164482,13584.166590610397,694.4416275772394,2994.0953554639627,878.4864756456763,969.036062807239,0.047619047619047616,2230.6914657924485,400.0753163892928,2825.8398991539366,2535.279805030352,0.047619047619047616,1027.86100986622,1545.235220084513,5014.467111055968,1795.0013686470363,88.40441496290413
Arid3a,0.047619047619047616,14.547606027180887,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Arid5a,0.047619047619047616,18.209488613436083,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,6.980111333815491,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,28.71698991428403
Asf1a,0.047619047619047616,24.402038818082897,208.13132134184343,57.228049322507445,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,27.069583426682865,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,73.64637238564377,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,85.09184770863138
Asxl1,2730.8113934685202,0.047619047619047616,368.29609765478483,52.02785668868434,0.047619047619047616,0.047619047619047616,339.2122720339719,983.0713744631,0.047619047619047616,559.5708770582246,0.047619047619047616,626.0522211462907,137.73085468959565,1025.1767689642452,1221.6386259102528,0.047619047619047616,241.6350978448435,954.3605777482342,754.3103236057719,483.7524593187415,78.65409212829728
Asxl2,2920.094939108456,0.047619047619047616,433.815892272342,63.52476984756412,1269.4985289386946,3634.3237253349516,341.6796045916009,826.6685807284186,514.2933669823781,644.2914220173326,0.047619047619047616,1707.5246052368261,238.9446617873135,1598.461393810454,958.9289689476108,0.047619047619047616,144.9802314572588,1288.262144619361,796.4272152986683,580.9674221536387,0.047619047619047616
Asxl3,2234.013668318356,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,4183.9314184456225,0.047619047619047616,1306.5816326461295,338.9659646681696,0.047619047619047616,0.047619047619047616,1154.1149937775513,0.047619047619047616,1440.4006781458102,2217.434967700346,0.047619047619047616,297.225575838238,0.047619047619047616,0.047619047619047616,773.0487633304319,0.047619047619047616
Atad2,0.047619047619047616,22.18351521180456,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,54.82701434177772,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,650.3951926440293
Atad2b,2990.3282715741325,9.82204802826664,464.2007830431717,78.118785043999,2412.8135707525557,3741.2749953225393,506.73036981096453,1887.927329418706,1087.4659668899515,665.3728241220354,0.047619047619047616,1841.3397659218829,279.2559712140532,1519.8859460921515,1077.6197751127643,0.047619047619047616,210.34673856102205,1366.071468496681,1666.2063936952684,668.2700257232224,36.58907526548879
Atrx,4668.460984892004,19.663685399588125,660.4360812692081,102.98140778160757,2041.8435908815989,12589.484957971306,1335.4203275044758,3458.7566049613206,1429.6426798858865,984.7370088511989,0.047619047619047616,2203.636788741402,469.92545665395363,4075.9166419619605,3542.1668417659807,0.047619047619047616,937.4750355897127,1865.0578285159922,3719.0899294243486,2343.723689203677,77.86854633842322
Atxn1,8380.99073414522,26.251954535947768,582.7611346567713,113.1029454814339,1517.779999061867,24467.357065931657,1404.9695673175886,6244.093970654058,868.2695360898972,0.047619047619047616,0.047619047619047616,0.047619047619047616,733.0248785934776,6834.518539065406,4233.481863516348,0.047619047619047616,1226.2316519443084,570.6734950035755,9902.617394619301,3621.1188830396404,29.092860922874774
Atxn7,2455.4183395385744,9.917612822809417,337.389861166271,47.15801968631093,984.3231651473775,0.047619047619047616,361.145617961007,800.4997188794043,271.9828565277159,508.4577021926996,0.047619047619047616,0.047619047619047616,114.0653428238822,945.245969863165,497.66565276958323,0.047619047619047616,0.047619047619047616,794.9313342589185,801.1492545018431,0.047619047619047616,29.60980642221722
Auts2,11560.574627326516,51.515410561245055,928.9941588429843,242.2252767384742,8332.564933368698,34346.89460426402,1787.274674135096,8439.391106100644,3285.150571136475,0.047619047619047616,0.047619047619047616,5278.377557339875,2446.795248109695,5150.9201793216525,9396.21194759416,0.047619047619047616,4063.703707603172,638.877142124046,12427.697747402504,6077.76086160411,203.61289676417616
Bahcc1,0.047619047619047616,10.94285754959105,209.11186099205824,48.12379332820851,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,623.3825761196146,15.07188890477186,171.58537864351163,0.047619047619047616,0.047619047619047616,336.44967345299494,78.21318865326397
Bahd1,0.047619047619047616,11.922905364566168,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,11.464919917444814,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Bap1,0.047619047619047616,15.770146863926557,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,10.91219300491845,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Bcas3,4468.655619363224,13.524017412974766,567.4553896069115,91.84710962641294,2121.0875815766954,11347.524106034609,854.42309591291,2692.3835260353835,1066.6424601701833,694.6952630909032,0.047619047619047616,3401.8811732582426,573.6645722547165,2999.699276697068,1306.2042535852504,0.047619047619047616,349.17037802437943,1470.37510141932,2410.146291169964,917.0781659112461,34.2673138195247
Bend6,2748.1693883895873,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,2053.4672771435157,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,1583.7248613777615,1060.396851928146,0.047619047619047616,0.047619047619047616,0.047619047619047616,981.6889351528199,396.02392949876577,0.047619047619047616
Bmi1,0.047619047619047616,38.448515888054374,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,18.800543262956932,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,28.11992462388441
Brca1,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,184.45346194023594
Brd2,1308.1908900541418,11.1315073751886,378.2557874412685,64.0370500045656,0.047619047619047616,0.047619047619047616,262.058700442095,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,368.7612804373852,0.047619047619047616,0.047619047619047616,28.280519770275728
Brd3,1600.0338410770191,9.79481642332616,331.70753621364133,53.88658887368661,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,109.96937503454367,0.047619047619047616,839.5638184959506,0.047619047619047616,134.4082629478916,367.51126026608665,0.047619047619047616,437.0123178233271,41.559968361886696
Brd4,3636.068698568905,0.047619047619047616,486.72119076606725,68.5912791290217,887.0944373048382,6062.355291919173,638.3890064463895,1521.5388854531682,463.8082652429864,559.2919952602338,0.047619047619047616,1360.8418859398882,245.66918909283933,1698.3989440373011,1251.0925387629757,0.047619047619047616,259.46371292322874,1185.6194657634076,1568.0712908135085,850.4283116658529,28.596748160819214
Brip1,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,383.7119445786903
Cabin1,2889.8374931784238,0.047619047619047616,375.8166776883148,48.0474070618412,0.047619047619047616,3657.9923590544226,0.047619047619047616,625.3376060224631,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,821.2445206074487,922.8649658967086,0.047619047619047616,0.047619047619047616,410.9633073931406,0.047619047619047616,323.9643300650776,0.047619047619047616
Calcoco1,1131.5448369331878,13.162726984353393,286.2131112720366,57.34235470239763,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,31.333967288919524
Camta2,1902.2500159678762,14.259992893049672,331.80798363951146,49.65545583839218,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,676.7710313944788,0.047619047619047616,27.096914997287826
Cbfa2t3,1154.1580656404662,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,398.3240091570233,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Cbx1,1165.7280578388886,0.047619047619047616,373.59492567408455,42.949162528870836,0.047619047619047616,0.047619047619047616,219.3069009555175,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,589.4941985577713,0.047619047619047616,118.12842301748417,525.3224277171705,0.047619047619047616,0.047619047619047616,46.4486963812481
Cbx2,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Cbx3,1540.4657867901465,10.939904460683465,424.7599326802424,52.535505461292686,0.047619047619047616,0.047619047619047616,280.03747081926423,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,558.2847115656806,0.047619047619047616,0.047619047619047616,657.4531639527162,0.047619047619047616,159.26708847648567,538.0139796817605,0.047619047619047616,0.047619047619047616,103.75623245018662
Cbx4,0.047619047619047616,21.58814616279475,256.9621913775054,65.9353140382993,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,20.2319160657904,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Cbx5,2259.447305948594,0.047619047619047616,426.8770740040446,55.84053167754577,906.1219345767802,0.047619047619047616,361.74800533642446,671.5013272978147,434.7681720609218,0.047619047619047616,0.047619047619047616,500.8178142990877,124.85301641403147,977.0787723725218,765.560835685259,0.047619047619047616,238.30496254381205,457.9896084865121,0.047619047619047616,395.1605524809464,240.14579392472902
Cbx7,0.047619047619047616,84.65903173282648,239.0042981387577,155.63869521446802,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,24.835743268423858,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,96.24475114846861,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,59.76517878173321
Cbx8,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Ccnt1,2095.8564060884364,0.047619047619047616,368.0408813950564,40.67255898748559,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,577.5753300358015,102.50269538129282,0.047619047619047616,504.0507728550353,0.047619047619047616,0.047619047619047616,659.382262734206,0.047619047619047616,0.047619047619047616,0.047619047619047616
Ccnt2,3373.6433016608744,0.047619047619047616,411.5617727103118,48.212631614451055,687.1881096231073,4131.813212207545,311.41980001038195,1044.274957114575,515.8869060896895,321.0201531143455,0.047619047619047616,1128.3922311845033,166.91613890139158,1166.1089161396071,876.3800191761535,0.047619047619047616,0.047619047619047616,779.3813106744809,1022.7925449516318,329.6939149386641,0.047619047619047616
Cdc6,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,20.573379315581978
Cdc45,0.047619047619047616,9.851188387733641,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,12.515171118351995,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,27.11410210376569
Cdk1,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,78.2152078844899
Cdt1,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Cenpb,0.047619047619047616,24.312490144388597,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,26.57945793107444
Cenps,0.047619047619047616,10.402781052087807,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Cgas,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,14.041790801832542,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,37.941339821646025
Chd1,2139.92909895953,0.047619047619047616,377.7029954316707,55.11047695962091,0.047619047619047616,0.047619047619047616,336.13948970149255,628.5940954544965,310.9479020661861,298.09209969704824,0.047619047619047616,525.7623671199722,108.50691671066029,0.047619047619047616,525.1044885670698,0.047619047619047616,0.047619047619047616,920.3469053856412,732.3109006569034,0.047619047619047616,43.114299657663295
Chd1l,0.047619047619047616,19.78332717921941,192.2469346722053,44.39306180430231,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,17.533785734152953,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,30.04686194022789
Chd2,3846.815285177792,11.77200437518679,497.6438980234536,78.86132441719097,1667.4859759674978,9093.988912136756,569.1977059023053,2456.2568320480045,485.16221888795496,1044.6872146210421,0.047619047619047616,1071.5869270407636,449.8763429512929,2131.0711447397866,1577.4312604739341,0.047619047619047616,254.76480737469262,1548.6019540657674,1913.8730875234135,788.3644168687904,51.622144027887025
Chd3,2810.9112291223864,11.591724825548424,438.9801678195544,67.45599646108846,0.047619047619047616,0.047619047619047616,278.68399969736737,603.639290261685,591.4394652634301,0.047619047619047616,0.047619047619047616,0.047619047619047616,190.93036339157507,2008.7257493336995,1958.254093123071,0.047619047619047616,493.59688164459334,395.7078060777508,0.047619047619047616,1414.2499311761255,27.526645097735464
Chd4,3633.2139231962315,10.068435347253445,533.3111489437856,82.21368324846306,1671.3715461762354,5575.62467001086,600.2923612711477,1157.1552233602486,535.0154230414145,299.1198568504954,0.047619047619047616,1043.5190905280735,286.3480739650801,0.047619047619047616,1652.8731891961745,0.047619047619047616,384.24102271306845,972.2838934417954,1681.9784273241387,754.9799974241118,36.38469988823521
Chd5,2899.2944966284667,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,3669.8639351675442,0.047619047619047616,1406.2197188009854,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,2045.4140030446772,1606.3927085723406,0.047619047619047616,0.047619047619047616,0.047619047619047616,746.893961291119,821.7087140601615,0.047619047619047616
Chd6,4223.21490128461,14.688174522226783,627.7425123168523,91.13674429522621,1714.3047235433946,8741.015069979374,711.4778135383831,3362.0547320048013,1297.0899982452393,546.9270299310012,0.047619047619047616,2031.457148095836,409.34541404273426,2783.740195138114,1338.2311916115843,0.047619047619047616,652.9842946763116,1341.212022365484,2393.51868701372,1526.2124938964844,49.868130114733006
Chd7,0.047619047619047616,0.047619047619047616,0.047619047619047616,69.66253474972866,1355.3712823592402,0.047619047619047616,332.72810059256267,0.047619047619047616,3006.791177395191,1180.2975161252593,0.047619047619047616,2733.1991854214475,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,353.80908154378886,1696.3897686949686,0.047619047619047616,0.047619047619047616,142.43926475569606
Chd8,3300.200019567153,0.047619047619047616,482.73443781050844,60.34515263249201,719.8556309216829,4200.9233164564475,323.31509030345535,1413.18696048213,334.78533078178765,312.32885782140744,0.047619047619047616,795.1391677843285,202.19106052053428,1241.2084617160615,1216.9891223671996,0.047619047619047616,159.55408551370104,857.9107380630378,1053.3957771238734,664.253619166388,0.047619047619047616
