,adrenal_10x_20_adrenal_parse_20_Topic_1,adrenal_10x_20_adrenal_parse_20_Topic_2,adrenal_10x_20_adrenal_parse_20_Topic_3,adrenal_10x_20_adrenal_parse_20_Topic_4,adrenal_10x_20_adrenal_parse_20_Topic_5,adrenal_10x_20_adrenal_parse_20_Topic_6,adrenal_10x_20_adrenal_parse_20_Topic_7,adrenal_10x_20_adrenal_parse_20_Topic_8,adrenal_10x_20_adrenal_parse_20_Topic_9,adrenal_10x_20_adrenal_parse_20_Topic_10,adrenal_10x_20_adrenal_parse_20_Topic_11,adrenal_10x_20_adrenal_parse_20_Topic_12,adrenal_10x_20_adrenal_parse_20_Topic_13,adrenal_10x_20_adrenal_parse_20_Topic_14,adrenal_10x_20_adrenal_parse_20_Topic_15,adrenal_10x_20_adrenal_parse_20_Topic_16,adrenal_10x_20_adrenal_parse_20_Topic_17,adrenal_10x_20_adrenal_parse_20_Topic_18,adrenal_10x_20_adrenal_parse_20_Topic_19,adrenal_10x_20_adrenal_parse_20_Topic_20,adrenal_10x_20_adrenal_parse_20_Topic_21,adrenal_10x_20_adrenal_parse_20_Topic_22
Bend6,0.045454545454545456,24.333538974375035,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,242.5359292145141,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,59.154837616453214,0.045454545454545456
Bmi1,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456
Brca1,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,906.8470400507866,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456
Brd2,1705.6483981609344,14.296671532458227,0.045454545454545456,319.6165072534599,415.0009134359527,0.045454545454545456,0.045454545454545456,184.39120474857364,0.045454545454545456,0.045454545454545456,1073.3213747562747,0.045454545454545456,0.045454545454545456,0.045454545454545456,943.0705702439794,78.78796941041946,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456
Brd3,1896.2069014708202,18.15906927782277,0.045454545454545456,469.40552949905396,691.446127963955,251.43801292961678,2311.756823471614,0.045454545454545456,0.045454545454545456,0.045454545454545456,1449.1725474820278,2608.777405623551,0.045454545454545456,0.045454545454545456,849.25650056803,0.045454545454545456,285.9221631441966,106.8917403251424,37.05601975684365,0.045454545454545456,0.045454545454545456,0.045454545454545456
Brd4,1846.4802740414937,17.907118706640972,1983.5644862845593,372.8949041366577,1075.7755685103566,317.7995934143366,3912.236202103751,710.1625717526471,868.1772364469675,1493.4859401996318,3843.478618206364,5781.048519930997,0.045454545454545456,307.0161915716724,1186.3836235190338,223.62697472480627,644.9658622364007,175.49175832559774,74.52724479307732,0.045454545454545456,141.99882861546106,0.045454545454545456
Brip1,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,1073.0722527564133,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456
Cabin1,1510.2505592505138,14.20347621264281,0.045454545454545456,309.33105066430335,620.9834598114616,0.045454545454545456,1108.1104027884346,210.8360868783329,306.4122958733485,769.1168167682795,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,419.7210021821579,0.045454545454545456,50.73996403341492,0.045454545454545456,54.96393587240683,44.99490822062773
Calcoco1,1171.0125448405743,0.045454545454545456,0.045454545454545456,264.00882733971173,442.0582465993796,0.045454545454545456,1127.5719051701683,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456
Camta2,1018.3800054194484,12.444884892640893,0.045454545454545456,182.55347268390014,461.4676000061036,0.045454545454545456,0.045454545454545456,189.42471569483592,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456
Cbfa2t3,0.045454545454545456,0.045454545454545456,1620.74474850967,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,300.31080378975287,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,45.50900236131357,0.045454545454545456
Cbx1,1450.6756445566814,0.045454545454545456,0.045454545454545456,292.6334861362682,0.045454545454545456,333.30419882833627,1183.864232131413,0.045454545454545456,0.045454545454545456,0.045454545454545456,1022.0782882010583,0.045454545454545456,0.045454545454545456,0.045454545454545456,1387.9568770786502,94.8426417842364,218.83580137084763,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456
Cbx2,0.045454545454545456,12.71275655467452,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456
Cbx3,920.5560124417146,18.727336123422642,0.045454545454545456,256.98798859718386,0.045454545454545456,349.55751774712274,1065.4458405891698,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,2316.470075211435,0.045454545454545456,292.2311250998242,0.045454545454545456,0.045454545454545456,0.045454545454545456,103.8971367008718,0.045454545454545456
Cbx4,1721.629791550319,0.045454545454545456,0.045454545454545456,215.63726654283556,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,1803.7661604884238,2505.1942748836764,0.045454545454545456,0.045454545454545456,664.6778182928573,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456
Cbx5,1546.0909673372905,18.253308982183835,734.0639394610173,298.99542333004524,0.045454545454545456,956.1171952981864,0.045454545454545456,0.045454545454545456,556.8326110839844,0.045454545454545456,1302.9593273578305,0.045454545454545456,0.045454545454545456,318.85967748243115,928.4026636627485,0.045454545454545456,283.7458376290627,0.045454545454545456,54.6752853777508,0.045454545454545456,0.045454545454545456,0.045454545454545456
Cbx7,0.045454545454545456,69.97607599912519,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,31.161430143444232,0.045454545454545456,0.045454545454545456,0.045454545454545456,360.7909899943757,0.045454545454545456,37.8070817117393,0.045454545454545456,0.045454545454545456,0.045454545454545456
Cbx8,0.045454545454545456,11.186091777150478,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,8.02670371060015,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,40.005211904425835
Ccnt1,1850.7944647868474,15.110330316266328,801.3181957486134,350.4093074113715,478.9718577568991,0.045454545454545456,1553.7634662900653,186.17600778647784,295.60636899473434,506.46622701791614,1086.30325806495,0.045454545454545456,0.045454545454545456,0.045454545454545456,577.1100496256126,68.41946572334004,371.3317614511246,0.045454545454545456,0.045454545454545456,0.045454545454545456,44.75212455753769,0.045454545454545456
Ccnt2,1935.949701209863,0.045454545454545456,1219.0311919707713,416.0709556056004,778.0530022069028,128.08777715562456,3211.3508179187775,432.02115992334757,510.2139905782846,864.2390601274271,2261.118419970026,3633.3184190687243,0.045454545454545456,161.1167214206446,716.3889480446869,106.93707304275952,558.5904279463361,0.045454545454545456,0.045454545454545456,0.045454545454545456,80.93410821644855,0.045454545454545456
Cdc6,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,170.55559597795713,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456
Cdc45,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,242.23899823773357,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456
Cdk1,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,408.69662541894456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456
Cdt1,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,20.645535335821265
Cenpb,0.045454545454545456,27.6081980322472,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,88.77328556374381,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,47.051857663045325,0.045454545454545456,0.045454545454545456,40.982745721497956
Cenps,0.045454545454545456,17.933614745798838,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456
Cgas,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,155.80392973354103,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456
Chd1,1773.9368033409119,0.045454545454545456,1300.3408873325523,334.79507531184777,733.1195674360844,246.69308538853593,1498.3975083487373,235.35754017030652,0.045454545454545456,584.2357116295741,1641.9418241293124,2032.4035151554988,0.045454545454545456,0.045454545454545456,547.4395507956451,105.53872978167895,384.77148648063735,0.045454545454545456,0.045454545454545456,0.045454545454545456,111.41622015408107,0.045454545454545456
Chd1l,749.0863220443329,12.118126157646127,0.045454545454545456,179.58258199452186,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.045454545454545456,46.024528385672184,0.045454545454545456
