,gastrocnemius_10x_15_gastrocnemius_parse_15_Topic_1,gastrocnemius_10x_15_gastrocnemius_parse_15_Topic_2,gastrocnemius_10x_15_gastrocnemius_parse_15_Topic_3,gastrocnemius_10x_15_gastrocnemius_parse_15_Topic_4,gastrocnemius_10x_15_gastrocnemius_parse_15_Topic_5,gastrocnemius_10x_15_gastrocnemius_parse_15_Topic_6,gastrocnemius_10x_15_gastrocnemius_parse_15_Topic_7,gastrocnemius_10x_15_gastrocnemius_parse_15_Topic_8,gastrocnemius_10x_15_gastrocnemius_parse_15_Topic_9,gastrocnemius_10x_15_gastrocnemius_parse_15_Topic_10,gastrocnemius_10x_15_gastrocnemius_parse_15_Topic_11,gastrocnemius_10x_15_gastrocnemius_parse_15_Topic_12,gastrocnemius_10x_15_gastrocnemius_parse_15_Topic_13,gastrocnemius_10x_15_gastrocnemius_parse_15_Topic_14,gastrocnemius_10x_15_gastrocnemius_parse_15_Topic_15,gastrocnemius_10x_15_gastrocnemius_parse_15_Topic_16,gastrocnemius_10x_15_gastrocnemius_parse_15_Topic_17,gastrocnemius_10x_15_gastrocnemius_parse_15_Topic_18,gastrocnemius_10x_15_gastrocnemius_parse_15_Topic_19,gastrocnemius_10x_15_gastrocnemius_parse_15_Topic_20,gastrocnemius_10x_15_gastrocnemius_parse_15_Topic_21
Ankrd17,0.047619047619047616,73.24173823963332,2811.942688549047,262.8322890112058,2906.1651799495403,15455.005543527428,3343.7547438462166,692.2177594004114,0.047619047619047616,2046.448507527836,1547.3590836481217,1132.4488442679433,198.60208225563952,1163.4912255859374,1090.6509064038594,376.43095096200705,0.047619047619047616,0.047619047619047616,133.7388842181613,1015.7878392537435,11.123079861913409
Apbb1,13.320379397796787,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,19.953102254638306,48.8836724535777,0.047619047619047616,0.047619047619047616,35.49734567992744
Apex1,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
App,8.998518802132068,85.89142154461315,3023.6242562622583,713.8656051980054,0.047619047619047616,0.047619047619047616,0.047619047619047616,780.6391535303951,548.5076388926215,3433.913381357662,1662.4905431904924,2015.3746516325764,357.3781096484316,345.5950937883059,800.717987590366,94.78666134021232,0.047619047619047616,12.51886191207629,222.1770786444346,582.3883158365885,107.41041233071259
Aptx,7.425848341714513,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,9.233385361960302,0.047619047619047616,0.047619047619047616,0.047619047619047616
Arid1a,5.119598930989973,56.816049020666675,918.1588584503644,0.047619047619047616,1759.3942163630675,0.047619047619047616,504.4698994542668,369.23362414499906,0.047619047619047616,859.7205227306265,647.8656224334322,572.1893710321355,85.87216458459825,304.2543704732259,279.10127992100183,183.64857782528435,0.047619047619047616,0.047619047619047616,165.90171839632094,380.4421126683553,12.325762903406506
Arid1b,0.047619047619047616,68.98133238989719,2550.8807019145547,0.047619047619047616,2955.7350435623757,14617.369255580785,2457.631427449026,658.827932014964,925.7338832752816,2421.739439542176,1557.6909316876613,1205.0455397846542,124.67299056013948,903.2093256632487,1135.0419839223225,269.77594558285995,0.047619047619047616,0.047619047619047616,97.91297299067179,868.2613929748535,0.047619047619047616
Arid3a,5.2295159430059925,19.653816381940924,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,235.82274253861368,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Arid5a,12.939244707508566,19.732891838926868,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Asf1a,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,78.30346460199692,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,15.044900135624976
Asxl1,0.047619047619047616,36.45432326390962,919.4434817819034,0.047619047619047616,1063.4016300164735,0.047619047619047616,0.047619047619047616,401.224878325961,0.047619047619047616,871.6943636826071,523.8443110175089,691.3885997077015,93.49855303127123,395.7790540822347,368.66739603266535,84.81591590063672,0.047619047619047616,0.047619047619047616,186.90239984579384,503.8541334470113,0.047619047619047616
Asxl2,0.047619047619047616,47.63747483456531,930.4272248381513,0.047619047619047616,1826.7011133454955,5137.228109702422,737.7568967241295,352.0468506290048,0.047619047619047616,849.3441148591456,533.2994719864032,711.8431955497956,56.72803738066241,608.5417468261719,298.03413099712793,204.69316889670952,0.047619047619047616,0.047619047619047616,118.03867606855928,533.8751449584961,0.047619047619047616
Asxl3,7.9926269018095155,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,172.8102318036303,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,61.887541317037844,0.047619047619047616,631.9792694453564,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,31.324666966285026
Atad2,4.404107513256901,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,35.6642262076861,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,747.7763870758315,604.6499651590983,21.58111751327912
Atad2b,0.047619047619047616,56.65124295003523,1848.1257498470925,0.047619047619047616,2181.457136612672,8225.360062488018,1561.6755634031858,464.70742994059924,405.5981543340639,1501.2958212680503,877.0512097603685,772.8939681365111,90.64535027634548,715.7802198282877,581.0201637655911,195.85059929565645,0.047619047619047616,0.047619047619047616,133.61272304058076,676.1217397054037,0.047619047619047616
Atrx,0.047619047619047616,84.28699182167271,3453.3848294811087,614.3026841833237,1778.0350792958186,6028.017123169694,982.5464344146145,847.0399735332314,2864.8679651782018,2207.258873361056,1493.3862295588222,1152.491162469454,261.6933204249332,858.5297596232097,699.1095575226677,228.94014538509745,0.047619047619047616,0.047619047619047616,282.2571254730225,917.1638743082682,0.047619047619047616
Atxn1,0.047619047619047616,88.38637263766384,958.688298950457,189.03331897287293,3052.5985929599174,18970.748326962712,4100.237983557829,532.555281707664,2841.282923294144,3322.1824064411103,1093.722745072951,1010.2023383523816,220.15539920232013,0.047619047619047616,1116.8246321148342,337.5370171137259,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Atxn7,11.673476204650173,53.0079832590079,1001.5838833668214,0.047619047619047616,1622.877695440458,5960.391353404092,1162.6023378431037,347.9123372532476,0.047619047619047616,1126.1257987722265,557.1547911323676,706.4626391580172,111.75782026213251,203.1810342947642,456.4319779589358,117.14299552562372,0.047619047619047616,0.047619047619047616,57.4802728574723,220.4065372467041,0.047619047619047616
Auts2,0.047619047619047616,78.99007637989766,5550.470494118057,173.1399773781604,2336.9506651804995,9731.811198041483,0.047619047619047616,998.6687152588289,3454.6971702072647,5394.00745529425,2192.944376289298,0.047619047619047616,607.3558614693189,941.7270315996806,3138.22455936008,737.6971286115512,0.047619047619047616,0.047619047619047616,380.3161684354146,1081.8739318847656,11.460359227799234
Bahcc1,0.047619047619047616,24.22718357367889,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,32.81630661289551,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,14.80897161612908
Bahd1,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,8.242582969826001,0.047619047619047616,0.047619047619047616,0.047619047619047616
Bap1,15.565213273306647,24.892453349867388,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,15.06254675755134,27.051597185776785,0.047619047619047616,0.047619047619047616,0.047619047619047616
Bcas3,4.112489991996703,70.40708444698984,2018.5824479095074,0.047619047619047616,2846.344686654898,15112.241132677698,2335.1023566648364,577.1923504374386,312.3452606216673,1648.6245248513144,1429.4837540792762,882.0035381361703,111.22315043701153,474.20189628601076,760.0623701074057,357.4571346497872,0.047619047619047616,0.047619047619047616,0.047619047619047616,304.5370394706726,0.047619047619047616
Bend6,3.882654971470394,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Bmi1,7.263255699705255,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Brca1,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,223.0566543041418,223.38050176240503,0.047619047619047616
Brd2,0.047619047619047616,36.09167499908635,0.047619047619047616,331.88481532075303,1507.233142273787,0.047619047619047616,0.047619047619047616,215.4545614488082,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,161.56855092575432,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Brd3,0.047619047619047616,30.661752145902454,595.6808129648264,820.3357007781242,866.9461150902969,0.047619047619047616,0.047619047619047616,210.3020389594284,836.6421847320443,0.047619047619047616,275.25547576169356,0.047619047619047616,42.691212013559905,239.54801675160726,0.047619047619047616,112.93139577247727,0.047619047619047616,0.047619047619047616,98.47325446580847,209.43782189687093,0.047619047619047616
Brd4,0.047619047619047616,49.26100876507691,1632.1437052879012,0.047619047619047616,2151.598517931425,6309.144524697146,1034.0745403515116,449.82896742477914,366.0450431599013,1319.8182696983463,866.9122119168622,644.8026556567611,107.61025249242391,468.9357577006022,493.82356667259916,184.42467622700292,0.047619047619047616,0.047619047619047616,153.49300363063813,543.7224774678548,15.21604949377832
Brip1,6.437377842275668,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,482.5821839922418,424.38202589576446,0.047619047619047616
Cabin1,4.77992637690827,49.800548387101934,437.8811310191615,0.047619047619047616,812.5906835855343,0.047619047619047616,0.047619047619047616,225.93932630185014,0.047619047619047616,0.047619047619047616,277.3611658838227,0.047619047619047616,67.86994201033131,0.047619047619047616,0.047619047619047616,108.39334809297407,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,33.43309073469469
Calcoco1,38.98843659982709,51.6213098804266,0.047619047619047616,0.047619047619047616,912.319296193524,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,88.44822450958087,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Camta2,18.828048798095857,47.0619264283465,0.047619047619047616,0.047619047619047616,673.9449941647024,0.047619047619047616,0.047619047619047616,116.20750482166125,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,51.95517211348603,0.047619047619047616,0.047619047619047616,99.3414715264045,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Cbfa2t3,0.047619047619047616,20.600203907235137,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,944.3547010146326,652.3682331054582,347.7582096732526,139.34706233745734,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,11.900914529249782
Cbx1,0.047619047619047616,24.25731978004303,0.047619047619047616,192.5099436232067,1173.8079992561386,0.047619047619047616,0.047619047619047616,258.2129564752766,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,43.7918865589523,169.2466242456436,0.047619047619047616,169.4324568133329,0.047619047619047616,0.047619047619047616,156.71708179923397,248.19399468898774,0.047619047619047616
Cbx2,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Cbx3,3.706844005094662,0.047619047619047616,480.1033623822096,368.319219500841,0.047619047619047616,0.047619047619047616,0.047619047619047616,158.8703439768428,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,53.484796864127645,181.34663250118493,218.80221781807228,0.047619047619047616,0.047619047619047616,0.047619047619047616,229.75396438216168,335.73305682837963,0.047619047619047616
Cbx4,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Cbx5,0.047619047619047616,26.955879003351814,603.138130855817,215.73667370553346,1054.1054995931113,0.047619047619047616,0.047619047619047616,215.03532829340182,0.047619047619047616,0.047619047619047616,325.53913606416194,0.047619047619047616,44.03317670769205,287.6801842880249,259.88408777448865,134.67570281931214,0.047619047619047616,0.047619047619047616,386.24440863355994,540.8497608264287,0.047619047619047616
Cbx7,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,110.36734499748236,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Cbx8,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,16.76939922777506,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Ccnt1,3.751155298156469,36.64155284725601,614.2229773688655,0.047619047619047616,1818.7200434906408,0.047619047619047616,0.047619047619047616,229.44372360749182,0.047619047619047616,556.1920490451157,244.1608101597073,251.62443505046522,33.85584797582736,329.5046467336019,0.047619047619047616,229.15063854002616,0.047619047619047616,0.047619047619047616,0.047619047619047616,206.1299020131429,0.047619047619047616
Ccnt2,0.047619047619047616,46.38336397551849,1058.154030969476,0.047619047619047616,2027.8326597617795,5851.271369980888,1997.7726109871155,326.25440827421113,0.047619047619047616,830.9854796099492,638.0660031035269,609.7247426041932,45.557379898762235,596.0614192199707,226.09134430883245,205.70800465460815,0.047619047619047616,0.047619047619047616,0.047619047619047616,330.3227484593789,20.588914036396005
Cdc6,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,70.14310548876723,0.047619047619047616,0.047619047619047616
Cdc45,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,104.06446488909424,0.047619047619047616,0.047619047619047616
Cdk1,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,176.61410190699002,0.047619047619047616,34.8184497349319
Cdt1,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Cenpb,4.107512318018715,0.047619047619047616,0.047619047619047616,445.9072037933038,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Cenps,9.538773965074926,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Cgas,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,55.07094552380343,0.047619047619047616,0.047619047619047616
Chd1,4.10084608783283,43.64274034698647,726.520106756731,0.047619047619047616,1414.510987083356,0.047619047619047616,0.047619047619047616,360.5772159108831,0.047619047619047616,867.6893891797203,443.07838216827275,373.34210662202577,63.38764589485761,279.666157160004,186.63311311933728,111.02240949417923,0.047619047619047616,0.047619047619047616,85.25810749431452,267.1049474398295,8.870236836373806
Chd1l,0.047619047619047616,34.90845142125706,0.047619047619047616,0.047619047619047616,717.5241283706675,0.047619047619047616,0.047619047619047616,148.83937173020217,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,75.39855997065004,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Chd2,0.047619047619047616,69.158147151523,2624.5723073622758,354.2546626070712,3259.9901744402373,14339.066820390386,2002.8859639987825,522.132336086697,2467.087184496374,1291.3957002983718,1013.9796711632965,984.7956106595904,83.00229067973008,826.7494267781575,1045.1615506278144,393.2147964826772,0.047619047619047616,0.047619047619047616,68.81051269719998,587.7223648071289,0.047619047619047616
Chd3,0.047619047619047616,0.047619047619047616,793.8680084633227,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,319.27866773227316,0.047619047619047616,0.047619047619047616,0.047619047619047616,142.81315265929229,0.047619047619047616,252.26573829187288,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,31.96378118509338
Chd4,0.047619047619047616,55.16052893579855,1055.7994543764771,1336.7278263822516,1515.5945529204148,0.047619047619047616,0.047619047619047616,390.6883986541648,913.5540669076395,641.7129527858046,628.0350729916074,359.0449715730186,118.51951782944563,497.2336422729492,301.166102303399,226.91613660060185,0.047619047619047616,0.047619047619047616,151.18799324035643,463.4005645751953,0.047619047619047616
Chd5,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,7.546317315330872,0.047619047619047616,0.047619047619047616,0.047619047619047616
Chd6,0.047619047619047616,62.329283571861026,2206.4940560925907,0.047619047619047616,1558.6948953408462,5763.904194276026,1579.1802069670075,560.9184766657212,1045.36940895511,1197.766484307461,1554.835937095208,705.9777998099818,114.61055027026879,625.7552846272787,945.2875061035156,101.51978780182314,0.047619047619047616,0.047619047619047616,140.17783902486164,658.7749750773112,15.298842442532381
